site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13 00:00,2026-02-12 23:00,0,intraday,farm,0.0138,0.0062,0.0093,0.0138,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-12T19:00:00Z,2026-02-13 01:00,2026-02-13 00:00,1,intraday,farm,0.0613,0.0086,0.0088,0.0613,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-12T20:00:00Z,2026-02-13 02:00,2026-02-13 01:00,2,intraday,farm,0.0254,0.0091,0.0124,0.0339,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-12T21:00:00Z,2026-02-13 03:00,2026-02-13 02:00,3,intraday,farm,0.0211,0.0,0.0094,0.0211,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-12T22:00:00Z,2026-02-13 04:00,2026-02-13 03:00,4,intraday,farm,0.0071,0.0002,0.0056,0.0094,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-12T23:00:00Z,2026-02-13 05:00,2026-02-13 04:00,5,intraday,farm,0.0318,0.0078,0.0091,0.0318,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T00:00:00Z,2026-02-13 06:00,2026-02-13 05:00,6,intraday,farm,0.0154,0.0088,0.0128,0.0154,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T01:00:00Z,2026-02-13 07:00,2026-02-13 06:00,7,intraday,farm,0.0179,0.0,0.0093,0.0179,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T02:00:00Z,2026-02-13 08:00,2026-02-13 07:00,8,intraday,farm,0.0018,0.0,0.0078,0.0096,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T03:00:00Z,2026-02-13 09:00,2026-02-13 08:00,9,intraday,farm,0.0,0.0,0.0094,0.0114,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T04:00:00Z,2026-02-13 10:00,2026-02-13 09:00,10,intraday,farm,0.0,0.0,0.009,0.0101,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T05:00:00Z,2026-02-13 11:00,2026-02-13 10:00,11,intraday,farm,0.0308,0.0088,0.014,0.0522,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T06:00:00Z,2026-02-13 12:00,2026-02-13 11:00,12,intraday,farm,0.0079,0.0,0.0087,0.0094,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T07:00:00Z,2026-02-13 13:00,2026-02-13 12:00,13,intraday,farm,0.0,0.0,0.0089,0.0099,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T08:00:00Z,2026-02-13 14:00,2026-02-13 13:00,14,intraday,farm,0.0,0.0,0.0073,0.0094,
shelek,2026-02-13_0000,1,2026-02-12T18:00:00Z,2026-02-12T18:00:00Z,2026-02-13T09:00:00Z,2026-02-13 15:00,2026-02-13 14:00,15,intraday,farm,0.0,0.0,0.0064,0.0094,
