issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-13_0000,1,2026-02-12T18:00:00Z,ecmwf_aifs025_single,2026-02-11T18:00:00Z,1,0.72,1.04,253.0,-0.8,954.7,live
2026-02-13_0000,1,2026-02-12T19:00:00Z,ecmwf_aifs025_single,2026-02-11T18:00:00Z,1,0.5,0.63,252.0,-1.0,954.5,live
2026-02-13_0000,1,2026-02-12T20:00:00Z,ecmwf_aifs025_single,2026-02-11T18:00:00Z,1,0.22,0.1,180.0,-1.1,954.2,live
2026-02-13_0000,1,2026-02-12T21:00:00Z,ecmwf_aifs025_single,2026-02-11T18:00:00Z,1,0.22,0.61,81.0,-1.1,953.9,live
2026-02-13_0000,1,2026-02-12T22:00:00Z,ecmwf_aifs025_single,2026-02-11T18:00:00Z,1,0.5,1.22,81.0,-1.1,953.5,live
2026-02-13_0000,1,2026-02-12T23:00:00Z,ecmwf_aifs025_single,2026-02-11T18:00:00Z,1,0.71,1.73,80.0,-1.1,953.4,live
2026-02-13_0000,1,2026-02-13T00:00:00Z,ecmwf_aifs025_single,2026-02-12T00:00:00Z,1,0.82,1.94,78.0,-1.0,953.4,live
2026-02-13_0000,1,2026-02-13T01:00:00Z,ecmwf_aifs025_single,2026-02-12T00:00:00Z,1,0.73,1.84,77.0,-0.9,953.6,live
2026-02-13_0000,1,2026-02-13T02:00:00Z,ecmwf_aifs025_single,2026-02-12T00:00:00Z,1,0.45,1.36,73.0,-0.8,954.1,live
2026-02-13_0000,1,2026-02-13T03:00:00Z,ecmwf_aifs025_single,2026-02-12T00:00:00Z,1,0.22,0.76,67.0,-0.7,954.7,live
2026-02-13_0000,1,2026-02-13T04:00:00Z,ecmwf_aifs025_single,2026-02-12T00:00:00Z,1,0.28,0.22,27.0,-0.5,955.2,live
2026-02-13_0000,1,2026-02-13T05:00:00Z,ecmwf_aifs025_single,2026-02-12T00:00:00Z,1,0.54,0.36,304.0,-0.3,955.7,live
2026-02-13_0000,1,2026-02-13T06:00:00Z,ecmwf_aifs025_single,2026-02-12T06:00:00Z,1,0.54,0.45,297.0,-0.1,955.9,live
2026-02-13_0000,1,2026-02-13T07:00:00Z,ecmwf_aifs025_single,2026-02-12T06:00:00Z,1,0.36,0.28,315.0,0.2,955.9,live
