issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-01_0000,1,2026-01-31T18:00:00Z,ecmwf_aifs025_single,2026-01-30T18:00:00Z,1,1.22,1.7,267.0,-1.4,952.8,live
2026-02-01_0000,1,2026-01-31T19:00:00Z,ecmwf_aifs025_single,2026-01-30T18:00:00Z,1,1.3,1.9,267.0,-1.9,953.0,live
2026-02-01_0000,1,2026-01-31T20:00:00Z,ecmwf_aifs025_single,2026-01-30T18:00:00Z,1,1.3,1.8,267.0,-2.5,953.1,live
2026-02-01_0000,1,2026-01-31T21:00:00Z,ecmwf_aifs025_single,2026-01-30T18:00:00Z,1,1.08,1.4,270.0,-3.0,953.2,live
2026-02-01_0000,1,2026-01-31T22:00:00Z,ecmwf_aifs025_single,2026-01-30T18:00:00Z,1,0.71,0.91,276.0,-3.4,953.3,live
2026-02-01_0000,1,2026-01-31T23:00:00Z,ecmwf_aifs025_single,2026-01-30T18:00:00Z,1,0.45,0.36,304.0,-3.4,953.4,live
2026-02-01_0000,1,2026-02-01T00:00:00Z,ecmwf_aifs025_single,2026-01-31T00:00:00Z,1,0.36,0.42,45.0,-3.1,953.7,live
2026-02-01_0000,1,2026-02-01T01:00:00Z,ecmwf_aifs025_single,2026-01-31T00:00:00Z,1,0.63,0.98,66.0,-2.2,954.1,live
2026-02-01_0000,1,2026-02-01T02:00:00Z,ecmwf_aifs025_single,2026-01-31T00:00:00Z,1,1.2,1.68,73.0,-0.8,954.6,live
2026-02-01_0000,1,2026-02-01T03:00:00Z,ecmwf_aifs025_single,2026-01-31T00:00:00Z,1,1.81,2.47,76.0,0.9,955.1,live
2026-02-01_0000,1,2026-02-01T04:00:00Z,ecmwf_aifs025_single,2026-01-31T00:00:00Z,1,2.33,3.28,78.0,2.6,955.5,live
2026-02-01_0000,1,2026-02-01T05:00:00Z,ecmwf_aifs025_single,2026-01-31T00:00:00Z,1,2.86,3.88,78.0,4.1,955.9,live
2026-02-01_0000,1,2026-02-01T06:00:00Z,ecmwf_aifs025_single,2026-01-31T06:00:00Z,1,3.18,4.37,79.0,5.0,956.1,live
2026-02-01_0000,1,2026-02-01T07:00:00Z,ecmwf_aifs025_single,2026-01-31T06:00:00Z,1,3.28,4.67,80.0,5.3,956.1,live
2026-02-01_0000,1,2026-02-01T08:00:00Z,ecmwf_aifs025_single,2026-01-31T06:00:00Z,1,3.28,4.77,80.0,5.3,956.0,live
2026-02-01_0000,1,2026-02-01T09:00:00Z,ecmwf_aifs025_single,2026-01-31T06:00:00Z,1,3.16,4.85,82.0,5.1,955.7,live
2026-02-01_0000,1,2026-02-01T10:00:00Z,ecmwf_aifs025_single,2026-01-31T06:00:00Z,1,2.96,4.75,82.0,4.6,955.4,live
2026-02-01_0000,1,2026-02-01T11:00:00Z,ecmwf_aifs025_single,2026-01-31T06:00:00Z,1,2.84,4.74,83.0,4.1,955.1,live
2026-02-01_0000,1,2026-02-01T12:00:00Z,ecmwf_aifs025_single,2026-01-30T12:00:00Z,2,2.73,4.83,84.0,3.7,954.2,live
2026-02-01_0000,1,2026-02-01T13:00:00Z,ecmwf_aifs025_single,2026-01-30T12:00:00Z,2,2.72,4.83,84.0,3.0,954.1,live
2026-02-01_0000,1,2026-02-01T14:00:00Z,ecmwf_aifs025_single,2026-01-30T12:00:00Z,2,2.61,4.92,85.0,2.2,953.9,live
2026-02-01_0000,1,2026-02-01T15:00:00Z,ecmwf_aifs025_single,2026-01-30T12:00:00Z,2,2.6,4.92,85.0,1.2,953.8,live
2026-02-01_0000,1,2026-02-01T16:00:00Z,ecmwf_aifs025_single,2026-01-30T12:00:00Z,2,2.6,4.92,85.0,0.2,953.7,live
2026-02-01_0000,1,2026-02-01T17:00:00Z,ecmwf_aifs025_single,2026-01-30T12:00:00Z,2,2.6,5.02,85.0,-0.6,953.5,live
2026-02-01_0000,1,2026-02-01T18:00:00Z,ecmwf_aifs025_single,2026-01-30T18:00:00Z,2,2.7,5.22,86.0,-1.3,953.4,live
