site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26 00:00,2026-02-25 23:00,0,intraday,farm,0.7255,0.2142,0.703,0.9689,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-25T19:00:00Z,2026-02-26 01:00,2026-02-26 00:00,1,intraday,farm,0.7997,0.3415,0.8573,0.9696,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-25T20:00:00Z,2026-02-26 02:00,2026-02-26 01:00,2,intraday,farm,0.7828,0.4074,0.8662,0.9853,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-25T21:00:00Z,2026-02-26 03:00,2026-02-26 02:00,3,intraday,farm,0.8204,0.423,0.8718,0.9882,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-25T22:00:00Z,2026-02-26 04:00,2026-02-26 03:00,4,intraday,farm,0.7796,0.4303,0.9042,0.9633,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-25T23:00:00Z,2026-02-26 05:00,2026-02-26 04:00,5,intraday,farm,0.8208,0.4183,0.888,0.9613,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T00:00:00Z,2026-02-26 06:00,2026-02-26 05:00,6,intraday,farm,0.7496,0.2888,0.7483,0.9808,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T01:00:00Z,2026-02-26 07:00,2026-02-26 06:00,7,intraday,farm,0.6199,0.1097,0.6139,0.9597,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T02:00:00Z,2026-02-26 08:00,2026-02-26 07:00,8,intraday,farm,0.4671,0.0247,0.354,0.886,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T03:00:00Z,2026-02-26 09:00,2026-02-26 08:00,9,intraday,farm,0.2133,0.0014,0.1205,0.4712,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T04:00:00Z,2026-02-26 10:00,2026-02-26 09:00,10,intraday,farm,0.2678,0.003,0.1331,0.652,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T05:00:00Z,2026-02-26 11:00,2026-02-26 10:00,11,intraday,farm,0.5064,0.0126,0.3201,0.7882,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T06:00:00Z,2026-02-26 12:00,2026-02-26 11:00,12,intraday,farm,0.4756,0.0426,0.4385,0.8452,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T07:00:00Z,2026-02-26 13:00,2026-02-26 12:00,13,intraday,farm,0.4456,0.1021,0.4821,0.8511,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T08:00:00Z,2026-02-26 14:00,2026-02-26 13:00,14,intraday,farm,0.3898,0.0986,0.4149,0.8171,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T09:00:00Z,2026-02-26 15:00,2026-02-26 14:00,15,intraday,farm,0.4699,0.1298,0.4849,0.8486,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T10:00:00Z,2026-02-26 16:00,2026-02-26 15:00,16,intraday,farm,0.5221,0.195,0.5365,0.8394,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T11:00:00Z,2026-02-26 17:00,2026-02-26 16:00,17,intraday,farm,0.587,0.1601,0.6391,0.9753,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T12:00:00Z,2026-02-26 18:00,2026-02-26 17:00,18,intraday,farm,0.5892,0.205,0.6759,0.9622,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T13:00:00Z,2026-02-26 19:00,2026-02-26 18:00,19,intraday,farm,0.6285,0.2625,0.7447,0.9678,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T14:00:00Z,2026-02-26 20:00,2026-02-26 19:00,20,intraday,farm,0.6597,0.2768,0.755,0.9633,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T15:00:00Z,2026-02-26 21:00,2026-02-26 20:00,21,intraday,farm,0.6932,0.2872,0.7861,0.9705,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T16:00:00Z,2026-02-26 22:00,2026-02-26 21:00,22,intraday,farm,0.6721,0.2659,0.7735,0.9669,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T17:00:00Z,2026-02-26 23:00,2026-02-26 22:00,23,intraday,farm,0.6659,0.2328,0.7773,0.9596,
shelek,2026-02-26_0000,1,2026-02-25T18:00:00Z,2026-02-25T18:00:00Z,2026-02-26T18:00:00Z,2026-02-27 00:00,2026-02-26 23:00,24,day_ahead,farm,0.682,0.2091,0.8014,0.9557,
