issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-15_0000,1,2026-02-14T18:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,1,0.86,1.49,250.0,1.3,957.8,live
2026-02-15_0000,1,2026-02-14T19:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,1,0.71,0.98,246.0,1.1,957.7,live
2026-02-15_0000,1,2026-02-14T20:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,1,0.41,0.2,180.0,0.8,957.6,live
2026-02-15_0000,1,2026-02-14T21:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,1,0.5,1.0,90.0,0.5,957.4,live
2026-02-15_0000,1,2026-02-14T22:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,1,1.02,2.21,85.0,0.3,957.2,live
2026-02-15_0000,1,2026-02-14T23:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,1,1.6,3.32,83.0,0.3,957.1,live
2026-02-15_0000,1,2026-02-15T00:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,1,2.2,4.34,82.0,0.5,956.9,live
2026-02-15_0000,1,2026-02-15T01:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,1,2.91,5.25,82.0,1.1,957.0,live
2026-02-15_0000,1,2026-02-15T02:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,1,3.72,6.05,82.0,1.9,957.0,live
2026-02-15_0000,1,2026-02-15T03:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,1,4.63,6.96,83.0,2.8,957.1,live
2026-02-15_0000,1,2026-02-15T04:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,1,5.45,7.67,83.0,3.8,957.1,live
2026-02-15_0000,1,2026-02-15T05:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,1,6.15,8.36,83.0,4.7,957.1,live
2026-02-15_0000,1,2026-02-15T06:00:00Z,ecmwf_aifs025_single,2026-02-14T06:00:00Z,1,6.66,8.97,83.0,5.3,956.9,live
2026-02-15_0000,1,2026-02-15T07:00:00Z,ecmwf_aifs025_single,2026-02-14T06:00:00Z,1,6.87,9.46,83.0,5.6,956.6,live
2026-02-15_0000,1,2026-02-15T08:00:00Z,ecmwf_aifs025_single,2026-02-14T06:00:00Z,1,6.87,9.87,83.0,5.7,956.1,live
2026-02-15_0000,1,2026-02-15T09:00:00Z,ecmwf_aifs025_single,2026-02-14T06:00:00Z,1,6.77,10.17,83.0,5.8,955.6,live
2026-02-15_0000,1,2026-02-15T10:00:00Z,ecmwf_aifs025_single,2026-02-14T06:00:00Z,1,6.58,10.37,83.0,5.7,955.1,live
2026-02-15_0000,1,2026-02-15T11:00:00Z,ecmwf_aifs025_single,2026-02-14T06:00:00Z,1,6.36,10.47,83.0,5.6,954.5,live
2026-02-15_0000,1,2026-02-15T12:00:00Z,ecmwf_aifs025_single,2026-02-13T12:00:00Z,2,6.07,10.37,83.0,4.9,953.6,live
2026-02-15_0000,1,2026-02-15T13:00:00Z,ecmwf_aifs025_single,2026-02-13T12:00:00Z,2,5.95,10.36,84.0,4.7,953.1,live
2026-02-15_0000,1,2026-02-15T14:00:00Z,ecmwf_aifs025_single,2026-02-13T12:00:00Z,2,5.84,10.36,84.0,4.3,952.8,live
2026-02-15_0000,1,2026-02-15T15:00:00Z,ecmwf_aifs025_single,2026-02-13T12:00:00Z,2,5.83,10.25,84.0,4.0,952.4,live
2026-02-15_0000,1,2026-02-15T16:00:00Z,ecmwf_aifs025_single,2026-02-13T12:00:00Z,2,5.62,10.03,85.0,3.6,952.1,live
2026-02-15_0000,1,2026-02-15T17:00:00Z,ecmwf_aifs025_single,2026-02-13T12:00:00Z,2,5.52,9.83,85.0,3.2,951.9,live
2026-02-15_0000,1,2026-02-15T18:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,2,5.32,9.53,86.0,3.0,951.6,live
2026-02-15_0000,1,2026-02-15T19:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,2,5.02,9.13,86.0,2.9,951.4,live
2026-02-15_0000,1,2026-02-15T20:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,2,4.71,8.63,85.0,2.8,951.3,live
2026-02-15_0000,1,2026-02-15T21:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,2,4.31,8.13,85.0,2.8,951.2,live
2026-02-15_0000,1,2026-02-15T22:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,2,4.02,7.63,85.0,2.8,951.1,live
2026-02-15_0000,1,2026-02-15T23:00:00Z,ecmwf_aifs025_single,2026-02-13T18:00:00Z,2,3.72,7.13,84.0,2.9,951.1,live
2026-02-15_0000,1,2026-02-16T00:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,2,3.52,6.74,84.0,3.2,951.3,live
2026-02-15_0000,1,2026-02-16T01:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,2,3.52,6.44,84.0,3.6,951.6,live
2026-02-15_0000,1,2026-02-16T02:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,2,3.63,6.24,84.0,4.1,952.0,live
2026-02-15_0000,1,2026-02-16T03:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,2,3.75,6.05,82.0,4.8,952.5,live
2026-02-15_0000,1,2026-02-16T04:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,2,3.96,6.05,82.0,5.4,953.0,live
2026-02-15_0000,1,2026-02-16T05:00:00Z,ecmwf_aifs025_single,2026-02-14T00:00:00Z,2,4.18,5.97,81.0,6.0,953.5,live
2026-02-15_0000,1,2026-02-16T06:00:00Z,ecmwf_aifs025_single,2026-02-14T06:00:00Z,2,4.28,6.07,81.0,6.4,953.8,live
