site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22 00:00,2026-02-21 23:00,0,intraday,farm,0.107,0.0026,0.1118,0.2451,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-21T19:00:00Z,2026-02-22 01:00,2026-02-22 00:00,1,intraday,farm,0.0619,0.0049,0.0756,0.2244,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-21T20:00:00Z,2026-02-22 02:00,2026-02-22 01:00,2,intraday,farm,0.1309,0.0048,0.0759,0.268,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-21T21:00:00Z,2026-02-22 03:00,2026-02-22 02:00,3,intraday,farm,0.0741,0.006,0.0576,0.1977,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-21T22:00:00Z,2026-02-22 04:00,2026-02-22 03:00,4,intraday,farm,0.0251,0.0057,0.0611,0.1261,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-21T23:00:00Z,2026-02-22 05:00,2026-02-22 04:00,5,intraday,farm,0.0212,0.0083,0.0233,0.0844,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T00:00:00Z,2026-02-22 06:00,2026-02-22 05:00,6,intraday,farm,0.0422,0.0093,0.0095,0.0865,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T01:00:00Z,2026-02-22 07:00,2026-02-22 06:00,7,intraday,farm,0.1418,0.0056,0.0782,0.2668,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T02:00:00Z,2026-02-22 08:00,2026-02-22 07:00,8,intraday,farm,0.2167,0.0341,0.1511,0.5537,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T03:00:00Z,2026-02-22 09:00,2026-02-22 08:00,9,intraday,farm,0.2683,0.0476,0.2157,0.7478,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T04:00:00Z,2026-02-22 10:00,2026-02-22 09:00,10,intraday,farm,0.5215,0.121,0.4787,0.8743,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T05:00:00Z,2026-02-22 11:00,2026-02-22 10:00,11,intraday,farm,0.8349,0.4613,0.8873,0.9757,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T06:00:00Z,2026-02-22 12:00,2026-02-22 11:00,12,intraday,farm,0.9398,0.6773,0.9553,0.9801,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T07:00:00Z,2026-02-22 13:00,2026-02-22 12:00,13,intraday,farm,0.9559,0.7103,0.9545,0.9789,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T08:00:00Z,2026-02-22 14:00,2026-02-22 13:00,14,intraday,farm,0.9368,0.6918,0.9509,0.9784,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T09:00:00Z,2026-02-22 15:00,2026-02-22 14:00,15,intraday,farm,0.9227,0.5952,0.9434,0.9774,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T10:00:00Z,2026-02-22 16:00,2026-02-22 15:00,16,intraday,farm,0.9192,0.4973,0.9354,0.9752,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T11:00:00Z,2026-02-22 17:00,2026-02-22 16:00,17,intraday,farm,0.8991,0.4295,0.926,0.9876,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T12:00:00Z,2026-02-22 18:00,2026-02-22 17:00,18,intraday,farm,0.7756,0.3343,0.8151,0.982,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T13:00:00Z,2026-02-22 19:00,2026-02-22 18:00,19,intraday,farm,0.6288,0.1777,0.5855,0.9793,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T14:00:00Z,2026-02-22 20:00,2026-02-22 19:00,20,intraday,farm,0.4615,0.0649,0.3585,0.8257,
shelek,2026-02-22_0000,1,2026-02-21T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22T15:00:00Z,2026-02-22 21:00,2026-02-22 20:00,21,intraday,farm,0.3402,0.0058,0.2274,0.6653,
