issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-22_0000,1,2026-02-21T18:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,1,1.58,2.51,241.0,3.6,962.8,live
2026-02-22_0000,1,2026-02-21T19:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,1,1.48,2.11,239.0,3.1,962.3,live
2026-02-22_0000,1,2026-02-21T20:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,1,1.34,1.8,236.0,2.5,961.5,live
2026-02-22_0000,1,2026-02-21T21:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,1,1.3,1.5,233.0,2.0,960.7,live
2026-02-22_0000,1,2026-02-21T22:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,1,1.17,1.14,232.0,1.6,959.9,live
2026-02-22_0000,1,2026-02-21T23:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,1,0.91,0.64,219.0,1.4,959.1,live
2026-02-22_0000,1,2026-02-22T00:00:00Z,ecmwf_aifs025_single,2026-02-21T00:00:00Z,1,0.85,0.36,146.0,1.6,958.5,live
2026-02-22_0000,1,2026-02-22T01:00:00Z,ecmwf_aifs025_single,2026-02-21T00:00:00Z,1,1.17,1.1,95.0,2.2,958.0,live
2026-02-22_0000,1,2026-02-22T02:00:00Z,ecmwf_aifs025_single,2026-02-21T00:00:00Z,1,2.02,2.3,88.0,3.4,957.6,live
2026-02-22_0000,1,2026-02-22T03:00:00Z,ecmwf_aifs025_single,2026-02-21T00:00:00Z,1,3.1,3.61,85.0,4.7,957.3,live
2026-02-22_0000,1,2026-02-22T04:00:00Z,ecmwf_aifs025_single,2026-02-21T00:00:00Z,1,4.1,4.92,85.0,6.1,956.9,live
2026-02-22_0000,1,2026-02-22T05:00:00Z,ecmwf_aifs025_single,2026-02-21T00:00:00Z,1,5.02,6.03,84.0,7.3,956.5,live
2026-02-22_0000,1,2026-02-22T06:00:00Z,ecmwf_aifs025_single,2026-02-21T06:00:00Z,1,5.53,6.84,84.0,8.1,956.1,live
2026-02-22_0000,1,2026-02-22T07:00:00Z,ecmwf_aifs025_single,2026-02-21T06:00:00Z,1,5.74,7.34,84.0,8.6,955.4,live
2026-02-22_0000,1,2026-02-22T08:00:00Z,ecmwf_aifs025_single,2026-02-21T06:00:00Z,1,5.64,7.54,84.0,8.8,954.7,live
2026-02-22_0000,1,2026-02-22T09:00:00Z,ecmwf_aifs025_single,2026-02-21T06:00:00Z,1,5.36,7.64,84.0,8.9,953.9,live
2026-02-22_0000,1,2026-02-22T10:00:00Z,ecmwf_aifs025_single,2026-02-21T06:00:00Z,1,4.95,7.63,85.0,8.8,953.1,live
2026-02-22_0000,1,2026-02-22T11:00:00Z,ecmwf_aifs025_single,2026-02-21T06:00:00Z,1,4.55,7.43,85.0,8.6,952.4,live
2026-02-22_0000,1,2026-02-22T12:00:00Z,ecmwf_aifs025_single,2026-02-20T12:00:00Z,2,4.16,7.13,84.0,8.4,951.9,live
2026-02-22_0000,1,2026-02-22T13:00:00Z,ecmwf_aifs025_single,2026-02-20T12:00:00Z,2,3.85,6.83,85.0,7.9,951.4,live
2026-02-22_0000,1,2026-02-22T14:00:00Z,ecmwf_aifs025_single,2026-02-20T12:00:00Z,2,3.52,6.51,86.0,7.0,951.0,live
2026-02-22_0000,1,2026-02-22T15:00:00Z,ecmwf_aifs025_single,2026-02-20T12:00:00Z,2,3.31,6.11,87.0,5.9,950.6,live
2026-02-22_0000,1,2026-02-22T16:00:00Z,ecmwf_aifs025_single,2026-02-20T12:00:00Z,2,3.0,5.6,89.0,4.9,950.3,live
2026-02-22_0000,1,2026-02-22T17:00:00Z,ecmwf_aifs025_single,2026-02-20T12:00:00Z,2,2.71,5.1,91.0,3.9,950.1,live
2026-02-22_0000,1,2026-02-22T18:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,2,2.33,4.4,93.0,3.2,949.8,live
2026-02-22_0000,1,2026-02-22T19:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,2,1.96,3.61,95.0,2.7,949.6,live
2026-02-22_0000,1,2026-02-22T20:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,2,1.66,2.65,101.0,2.3,949.4,live
2026-02-22_0000,1,2026-02-22T21:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,2,1.28,1.62,112.0,2.1,949.4,live
2026-02-22_0000,1,2026-02-22T22:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,2,1.08,0.81,150.0,1.9,949.2,live
2026-02-22_0000,1,2026-02-22T23:00:00Z,ecmwf_aifs025_single,2026-02-20T18:00:00Z,2,1.0,1.06,221.0,2.0,949.2,live
