issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-06_0000,1,2026-02-05T18:00:00Z,ecmwf_aifs025_single,2026-02-04T18:00:00Z,1,3.61,7.05,83.0,0.4,947.7,live
2026-02-06_0000,1,2026-02-05T19:00:00Z,ecmwf_aifs025_single,2026-02-04T18:00:00Z,1,3.31,6.55,83.0,0.1,947.6,live
2026-02-06_0000,1,2026-02-05T20:00:00Z,ecmwf_aifs025_single,2026-02-04T18:00:00Z,1,3.11,6.14,83.0,-0.3,947.4,live
2026-02-06_0000,1,2026-02-05T21:00:00Z,ecmwf_aifs025_single,2026-02-04T18:00:00Z,1,2.91,5.64,83.0,-0.5,947.3,live
2026-02-06_0000,1,2026-02-05T22:00:00Z,ecmwf_aifs025_single,2026-02-04T18:00:00Z,1,2.6,5.15,82.0,-0.6,947.4,live
2026-02-06_0000,1,2026-02-05T23:00:00Z,ecmwf_aifs025_single,2026-02-04T18:00:00Z,1,2.3,4.44,82.0,-0.5,947.6,live
2026-02-06_0000,1,2026-02-06T00:00:00Z,ecmwf_aifs025_single,2026-02-05T00:00:00Z,1,1.7,3.42,83.0,-0.2,948.0,live
2026-02-06_0000,1,2026-02-06T01:00:00Z,ecmwf_aifs025_single,2026-02-05T00:00:00Z,1,0.92,2.11,85.0,0.5,948.6,live
2026-02-06_0000,1,2026-02-06T02:00:00Z,ecmwf_aifs025_single,2026-02-05T00:00:00Z,1,0.41,0.54,112.0,1.5,949.5,live
2026-02-06_0000,1,2026-02-06T03:00:00Z,ecmwf_aifs025_single,2026-02-05T00:00:00Z,1,1.43,1.39,249.0,2.8,950.6,live
2026-02-06_0000,1,2026-02-06T04:00:00Z,ecmwf_aifs025_single,2026-02-05T00:00:00Z,1,2.53,3.32,254.0,4.0,951.8,live
2026-02-06_0000,1,2026-02-06T05:00:00Z,ecmwf_aifs025_single,2026-02-05T00:00:00Z,1,3.64,5.07,255.0,5.0,952.7,live
2026-02-06_0000,1,2026-02-06T06:00:00Z,ecmwf_aifs025_single,2026-02-05T06:00:00Z,1,4.56,6.48,257.0,5.5,953.7,live
2026-02-06_0000,1,2026-02-06T07:00:00Z,ecmwf_aifs025_single,2026-02-05T06:00:00Z,1,5.26,7.69,257.0,5.6,954.5,live
2026-02-06_0000,1,2026-02-06T08:00:00Z,ecmwf_aifs025_single,2026-02-05T06:00:00Z,1,5.97,8.88,258.0,5.4,955.2,live
2026-02-06_0000,1,2026-02-06T09:00:00Z,ecmwf_aifs025_single,2026-02-05T06:00:00Z,1,6.55,9.96,260.0,4.9,955.8,live
2026-02-06_0000,1,2026-02-06T10:00:00Z,ecmwf_aifs025_single,2026-02-05T06:00:00Z,1,6.94,10.87,260.0,4.3,956.4,live
2026-02-06_0000,1,2026-02-06T11:00:00Z,ecmwf_aifs025_single,2026-02-05T06:00:00Z,1,7.24,11.46,260.0,3.7,957.1,live
2026-02-06_0000,1,2026-02-06T12:00:00Z,ecmwf_aifs025_single,2026-02-04T12:00:00Z,2,6.65,10.65,260.0,3.7,958.2,live
2026-02-06_0000,1,2026-02-06T13:00:00Z,ecmwf_aifs025_single,2026-02-04T12:00:00Z,2,6.65,10.77,260.0,3.2,958.9,live
2026-02-06_0000,1,2026-02-06T14:00:00Z,ecmwf_aifs025_single,2026-02-04T12:00:00Z,2,6.67,10.77,260.0,2.7,959.6,live
2026-02-06_0000,1,2026-02-06T15:00:00Z,ecmwf_aifs025_single,2026-02-04T12:00:00Z,2,6.6,10.59,259.0,2.2,960.3,live
2026-02-06_0000,1,2026-02-06T16:00:00Z,ecmwf_aifs025_single,2026-02-04T12:00:00Z,2,6.4,10.22,258.0,1.7,961.0,live
2026-02-06_0000,1,2026-02-06T17:00:00Z,ecmwf_aifs025_single,2026-02-04T12:00:00Z,2,6.11,9.83,258.0,1.3,961.6,live
