issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-05_0000,1,2026-02-04T18:00:00Z,ecmwf_aifs025_single,2026-02-03T18:00:00Z,1,5.12,9.14,84.0,-0.3,958.0,live
2026-02-05_0000,1,2026-02-04T19:00:00Z,ecmwf_aifs025_single,2026-02-03T18:00:00Z,1,5.62,9.95,84.0,-0.8,957.7,live
2026-02-05_0000,1,2026-02-04T20:00:00Z,ecmwf_aifs025_single,2026-02-03T18:00:00Z,1,6.03,10.66,84.0,-1.2,957.4,live
2026-02-05_0000,1,2026-02-04T21:00:00Z,ecmwf_aifs025_single,2026-02-03T18:00:00Z,1,6.33,11.16,84.0,-1.5,956.8,live
2026-02-05_0000,1,2026-02-04T22:00:00Z,ecmwf_aifs025_single,2026-02-03T18:00:00Z,1,6.64,11.56,84.0,-1.7,956.4,live
2026-02-05_0000,1,2026-02-04T23:00:00Z,ecmwf_aifs025_single,2026-02-03T18:00:00Z,1,6.95,11.97,84.0,-1.7,955.9,live
2026-02-05_0000,1,2026-02-05T00:00:00Z,ecmwf_aifs025_single,2026-02-04T00:00:00Z,1,7.24,12.17,84.0,-1.5,955.5,live
2026-02-05_0000,1,2026-02-05T01:00:00Z,ecmwf_aifs025_single,2026-02-04T00:00:00Z,1,7.54,12.27,84.0,-1.0,955.2,live
2026-02-05_0000,1,2026-02-05T02:00:00Z,ecmwf_aifs025_single,2026-02-04T00:00:00Z,1,7.94,12.37,84.0,-0.1,954.9,live
2026-02-05_0000,1,2026-02-05T03:00:00Z,ecmwf_aifs025_single,2026-02-04T00:00:00Z,1,8.24,12.26,84.0,0.9,954.6,live
2026-02-05_0000,1,2026-02-05T04:00:00Z,ecmwf_aifs025_single,2026-02-04T00:00:00Z,1,8.44,12.16,84.0,1.9,954.3,live
2026-02-05_0000,1,2026-02-05T05:00:00Z,ecmwf_aifs025_single,2026-02-04T00:00:00Z,1,8.54,11.95,85.0,2.8,954.0,live
2026-02-05_0000,1,2026-02-05T06:00:00Z,ecmwf_aifs025_single,2026-02-04T06:00:00Z,1,8.54,11.75,85.0,3.4,953.6,live
2026-02-05_0000,1,2026-02-05T07:00:00Z,ecmwf_aifs025_single,2026-02-04T06:00:00Z,1,8.24,11.55,85.0,3.7,953.1,live
2026-02-05_0000,1,2026-02-05T08:00:00Z,ecmwf_aifs025_single,2026-02-04T06:00:00Z,1,7.74,11.14,85.0,3.9,952.5,live
2026-02-05_0000,1,2026-02-05T09:00:00Z,ecmwf_aifs025_single,2026-02-04T06:00:00Z,1,7.13,10.85,85.0,4.0,951.8,live
2026-02-05_0000,1,2026-02-05T10:00:00Z,ecmwf_aifs025_single,2026-02-04T06:00:00Z,1,6.54,10.45,85.0,3.9,951.2,live
2026-02-05_0000,1,2026-02-05T11:00:00Z,ecmwf_aifs025_single,2026-02-04T06:00:00Z,1,5.93,10.04,85.0,3.8,950.5,live
2026-02-05_0000,1,2026-02-05T12:00:00Z,ecmwf_aifs025_single,2026-02-03T12:00:00Z,2,5.83,10.25,84.0,3.7,950.1,live
2026-02-05_0000,1,2026-02-05T13:00:00Z,ecmwf_aifs025_single,2026-02-03T12:00:00Z,2,5.52,9.94,85.0,3.4,949.6,live
2026-02-05_0000,1,2026-02-05T14:00:00Z,ecmwf_aifs025_single,2026-02-03T12:00:00Z,2,5.22,9.54,85.0,2.8,949.0,live
