site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08 00:00,2026-02-07 23:00,0,intraday,farm,0.9261,0.7214,0.9475,0.9829,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-07T19:00:00Z,2026-02-08 01:00,2026-02-08 00:00,1,intraday,farm,0.9235,0.6518,0.908,0.9865,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-07T20:00:00Z,2026-02-08 02:00,2026-02-08 01:00,2,intraday,farm,0.9126,0.5682,0.8891,0.9866,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-07T21:00:00Z,2026-02-08 03:00,2026-02-08 02:00,3,intraday,farm,0.9069,0.4578,0.8663,0.9897,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-07T22:00:00Z,2026-02-08 04:00,2026-02-08 03:00,4,intraday,farm,0.8662,0.3747,0.7667,0.9759,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-07T23:00:00Z,2026-02-08 05:00,2026-02-08 04:00,5,intraday,farm,0.7307,0.2433,0.6558,0.9563,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T00:00:00Z,2026-02-08 06:00,2026-02-08 05:00,6,intraday,farm,0.6529,0.1287,0.6021,0.8991,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T01:00:00Z,2026-02-08 07:00,2026-02-08 06:00,7,intraday,farm,0.4161,0.0522,0.3276,0.8035,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T02:00:00Z,2026-02-08 08:00,2026-02-08 07:00,8,intraday,farm,0.3198,0.0148,0.2752,0.6569,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T03:00:00Z,2026-02-08 09:00,2026-02-08 08:00,9,intraday,farm,0.1544,0.001,0.1376,0.3998,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T04:00:00Z,2026-02-08 10:00,2026-02-08 09:00,10,intraday,farm,0.1121,0.0046,0.0815,0.2102,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T05:00:00Z,2026-02-08 11:00,2026-02-08 10:00,11,intraday,farm,0.034,0.0065,0.0274,0.034,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T06:00:00Z,2026-02-08 12:00,2026-02-08 11:00,12,intraday,farm,0.0064,0.0,0.0092,0.0234,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T07:00:00Z,2026-02-08 13:00,2026-02-08 12:00,13,intraday,farm,0.0277,0.009,0.013,0.0361,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T08:00:00Z,2026-02-08 14:00,2026-02-08 13:00,14,intraday,farm,0.1432,0.0213,0.1089,0.3306,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T09:00:00Z,2026-02-08 15:00,2026-02-08 14:00,15,intraday,farm,0.6047,0.1839,0.5116,0.8571,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T10:00:00Z,2026-02-08 16:00,2026-02-08 15:00,16,intraday,farm,0.8851,0.6787,0.9034,0.9838,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T11:00:00Z,2026-02-08 17:00,2026-02-08 16:00,17,intraday,farm,0.9761,0.8718,0.9821,0.9829,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T12:00:00Z,2026-02-08 18:00,2026-02-08 17:00,18,intraday,farm,0.9903,0.9723,0.9853,0.9903,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T13:00:00Z,2026-02-08 19:00,2026-02-08 18:00,19,intraday,farm,0.9921,0.9733,0.985,0.9921,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T14:00:00Z,2026-02-08 20:00,2026-02-08 19:00,20,intraday,farm,0.9874,0.9694,0.9851,0.9874,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T15:00:00Z,2026-02-08 21:00,2026-02-08 20:00,21,intraday,farm,0.986,0.9689,0.9849,0.986,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T16:00:00Z,2026-02-08 22:00,2026-02-08 21:00,22,intraday,farm,0.987,0.963,0.9852,0.987,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T17:00:00Z,2026-02-08 23:00,2026-02-08 22:00,23,intraday,farm,0.9894,0.9523,0.9852,0.9894,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T18:00:00Z,2026-02-09 00:00,2026-02-08 23:00,24,day_ahead,farm,0.9898,0.9494,0.9854,0.9898,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T19:00:00Z,2026-02-09 01:00,2026-02-09 00:00,25,day_ahead,farm,0.9903,0.9784,0.9857,0.9903,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T20:00:00Z,2026-02-09 02:00,2026-02-09 01:00,26,day_ahead,farm,0.9911,0.9747,0.9859,0.9911,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T21:00:00Z,2026-02-09 03:00,2026-02-09 02:00,27,day_ahead,farm,0.9918,0.9599,0.9859,0.9918,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T22:00:00Z,2026-02-09 04:00,2026-02-09 03:00,28,day_ahead,farm,0.9901,0.9746,0.9873,0.9901,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-08T23:00:00Z,2026-02-09 05:00,2026-02-09 04:00,29,day_ahead,farm,0.9852,0.8996,0.9782,0.9863,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-09T00:00:00Z,2026-02-09 06:00,2026-02-09 05:00,30,day_ahead,farm,0.986,0.8873,0.9778,0.986,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-09T01:00:00Z,2026-02-09 07:00,2026-02-09 06:00,31,day_ahead,farm,0.9586,0.8566,0.9749,0.9889,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-09T02:00:00Z,2026-02-09 08:00,2026-02-09 07:00,32,day_ahead,farm,0.8882,0.8502,0.9798,0.9879,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-09T03:00:00Z,2026-02-09 09:00,2026-02-09 08:00,33,day_ahead,farm,0.9746,0.8399,0.9812,0.9851,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-09T04:00:00Z,2026-02-09 10:00,2026-02-09 09:00,34,day_ahead,farm,0.9715,0.8471,0.9606,0.9852,
shelek,2026-02-08_0000,1,2026-02-07T18:00:00Z,2026-02-07T18:00:00Z,2026-02-09T05:00:00Z,2026-02-09 11:00,2026-02-09 10:00,35,day_ahead,farm,0.9794,0.8573,0.9732,0.9833,
