issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-14_0000,1,2026-02-13T18:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,1,4.16,7.89,81.0,-0.8,954.2,live
2026-02-14_0000,1,2026-02-13T19:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,1,4.36,8.19,82.0,-1.1,954.0,live
2026-02-14_0000,1,2026-02-13T20:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,1,4.44,8.47,83.0,-1.4,953.8,live
2026-02-14_0000,1,2026-02-13T21:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,1,4.54,8.55,84.0,-1.7,953.6,live
2026-02-14_0000,1,2026-02-13T22:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,1,4.54,8.44,85.0,-1.9,953.4,live
2026-02-14_0000,1,2026-02-13T23:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,1,4.43,8.23,85.0,-1.9,953.4,live
2026-02-14_0000,1,2026-02-14T00:00:00Z,ecmwf_aifs025_single,2026-02-13T00:00:00Z,1,4.33,7.92,86.0,-1.8,953.5,live
2026-02-14_0000,1,2026-02-14T01:00:00Z,ecmwf_aifs025_single,2026-02-13T00:00:00Z,1,4.03,7.32,85.0,-1.4,953.8,live
2026-02-14_0000,1,2026-02-14T02:00:00Z,ecmwf_aifs025_single,2026-02-13T00:00:00Z,1,3.73,6.53,85.0,-0.7,954.2,live
2026-02-14_0000,1,2026-02-14T03:00:00Z,ecmwf_aifs025_single,2026-02-13T00:00:00Z,1,3.24,5.63,84.0,0.1,954.8,live
2026-02-14_0000,1,2026-02-14T04:00:00Z,ecmwf_aifs025_single,2026-02-13T00:00:00Z,1,2.75,4.64,83.0,1.0,955.3,live
2026-02-14_0000,1,2026-02-14T05:00:00Z,ecmwf_aifs025_single,2026-02-13T00:00:00Z,1,2.35,3.73,82.0,1.7,955.8,live
2026-02-14_0000,1,2026-02-14T06:00:00Z,ecmwf_aifs025_single,2026-02-13T06:00:00Z,1,1.96,3.04,81.0,2.2,956.1,live
2026-02-14_0000,1,2026-02-14T07:00:00Z,ecmwf_aifs025_single,2026-02-13T06:00:00Z,1,1.65,2.53,81.0,2.5,956.3,live
2026-02-14_0000,1,2026-02-14T08:00:00Z,ecmwf_aifs025_single,2026-02-13T06:00:00Z,1,1.33,2.02,81.0,2.7,956.3,live
2026-02-14_0000,1,2026-02-14T09:00:00Z,ecmwf_aifs025_single,2026-02-13T06:00:00Z,1,1.02,1.71,83.0,2.8,956.2,live
2026-02-14_0000,1,2026-02-14T10:00:00Z,ecmwf_aifs025_single,2026-02-13T06:00:00Z,1,0.81,1.4,90.0,2.8,956.2,live
2026-02-14_0000,1,2026-02-14T11:00:00Z,ecmwf_aifs025_single,2026-02-13T06:00:00Z,1,0.5,1.0,96.0,2.7,956.2,live
2026-02-14_0000,1,2026-02-14T12:00:00Z,ecmwf_aifs025_single,2026-02-12T12:00:00Z,2,0.76,1.08,248.0,3.6,955.8,live
2026-02-14_0000,1,2026-02-14T13:00:00Z,ecmwf_aifs025_single,2026-02-12T12:00:00Z,2,0.98,1.39,249.0,3.4,956.0,live
2026-02-14_0000,1,2026-02-14T14:00:00Z,ecmwf_aifs025_single,2026-02-12T12:00:00Z,2,1.12,1.8,251.0,3.1,956.3,live
2026-02-14_0000,1,2026-02-14T15:00:00Z,ecmwf_aifs025_single,2026-02-12T12:00:00Z,2,1.25,1.99,252.0,2.6,956.7,live
2026-02-14_0000,1,2026-02-14T16:00:00Z,ecmwf_aifs025_single,2026-02-12T12:00:00Z,2,1.3,2.18,254.0,2.2,957.0,live
2026-02-14_0000,1,2026-02-14T17:00:00Z,ecmwf_aifs025_single,2026-02-12T12:00:00Z,2,1.22,2.18,254.0,1.7,957.3,live
2026-02-14_0000,1,2026-02-14T18:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,2,1.14,1.99,252.0,1.4,957.4,live
2026-02-14_0000,1,2026-02-14T19:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,2,0.99,1.58,252.0,1.0,957.4,live
2026-02-14_0000,1,2026-02-14T20:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,2,0.72,0.85,249.0,0.7,957.2,live
2026-02-14_0000,1,2026-02-14T21:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,2,0.4,0.2,180.0,0.3,957.1,live
2026-02-14_0000,1,2026-02-14T22:00:00Z,ecmwf_aifs025_single,2026-02-12T18:00:00Z,2,0.5,1.0,90.0,0.0,956.8,live
