site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21 00:00,2026-02-20 23:00,0,intraday,farm,0.775,0.2456,0.7662,0.9377,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-20T19:00:00Z,2026-02-21 01:00,2026-02-21 00:00,1,intraday,farm,0.7827,0.2703,0.7526,0.9281,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-20T20:00:00Z,2026-02-21 02:00,2026-02-21 01:00,2,intraday,farm,0.7372,0.2715,0.6587,0.9448,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-20T21:00:00Z,2026-02-21 03:00,2026-02-21 02:00,3,intraday,farm,0.6969,0.2116,0.5986,0.942,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-20T22:00:00Z,2026-02-21 04:00,2026-02-21 03:00,4,intraday,farm,0.6314,0.2187,0.5642,0.9247,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-20T23:00:00Z,2026-02-21 05:00,2026-02-21 04:00,5,intraday,farm,0.5886,0.2394,0.5036,0.9247,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T00:00:00Z,2026-02-21 06:00,2026-02-21 05:00,6,intraday,farm,0.4827,0.1383,0.3865,0.8953,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T01:00:00Z,2026-02-21 07:00,2026-02-21 06:00,7,intraday,farm,0.3187,0.0464,0.3262,0.8913,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T02:00:00Z,2026-02-21 08:00,2026-02-21 07:00,8,intraday,farm,0.361,0.0287,0.2233,0.8844,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T03:00:00Z,2026-02-21 09:00,2026-02-21 08:00,9,intraday,farm,0.2706,0.011,0.151,0.8098,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T04:00:00Z,2026-02-21 10:00,2026-02-21 09:00,10,intraday,farm,0.1914,0.0033,0.1254,0.5411,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T05:00:00Z,2026-02-21 11:00,2026-02-21 10:00,11,intraday,farm,0.32,0.036,0.2478,0.779,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T06:00:00Z,2026-02-21 12:00,2026-02-21 11:00,12,intraday,farm,0.6997,0.3613,0.7599,0.9555,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T07:00:00Z,2026-02-21 13:00,2026-02-21 12:00,13,intraday,farm,0.8297,0.4467,0.9404,0.9984,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T08:00:00Z,2026-02-21 14:00,2026-02-21 13:00,14,intraday,farm,0.8567,0.4566,0.9523,0.9811,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T09:00:00Z,2026-02-21 15:00,2026-02-21 14:00,15,intraday,farm,0.8567,0.3781,0.894,0.9737,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T10:00:00Z,2026-02-21 16:00,2026-02-21 15:00,16,intraday,farm,0.6886,0.2912,0.7231,0.9745,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T11:00:00Z,2026-02-21 17:00,2026-02-21 16:00,17,intraday,farm,0.5659,0.2453,0.6205,0.9456,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T12:00:00Z,2026-02-21 18:00,2026-02-21 17:00,18,intraday,farm,0.5568,0.207,0.6023,0.8981,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T13:00:00Z,2026-02-21 19:00,2026-02-21 18:00,19,intraday,farm,0.5575,0.1267,0.5913,0.8893,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T14:00:00Z,2026-02-21 20:00,2026-02-21 19:00,20,intraday,farm,0.4224,0.0795,0.4148,0.8476,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T15:00:00Z,2026-02-21 21:00,2026-02-21 20:00,21,intraday,farm,0.2743,0.026,0.3111,0.7188,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T16:00:00Z,2026-02-21 22:00,2026-02-21 21:00,22,intraday,farm,0.253,0.0325,0.2027,0.5862,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T17:00:00Z,2026-02-21 23:00,2026-02-21 22:00,23,intraday,farm,0.3669,0.0475,0.2558,0.826,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T18:00:00Z,2026-02-22 00:00,2026-02-21 23:00,24,day_ahead,farm,0.3951,0.0793,0.4213,0.9039,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T19:00:00Z,2026-02-22 01:00,2026-02-22 00:00,25,day_ahead,farm,0.362,0.047,0.3469,0.9044,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T20:00:00Z,2026-02-22 02:00,2026-02-22 01:00,26,day_ahead,farm,0.3341,0.0441,0.247,0.8558,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T21:00:00Z,2026-02-22 03:00,2026-02-22 02:00,27,day_ahead,farm,0.2885,0.0041,0.1775,0.7564,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T22:00:00Z,2026-02-22 04:00,2026-02-22 03:00,28,day_ahead,farm,0.1839,0.0073,0.0572,0.522,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-21T23:00:00Z,2026-02-22 05:00,2026-02-22 04:00,29,day_ahead,farm,0.0985,0.0079,0.0344,0.2872,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-22T00:00:00Z,2026-02-22 06:00,2026-02-22 05:00,30,day_ahead,farm,0.059,0.0072,0.0496,0.1779,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-22T01:00:00Z,2026-02-22 07:00,2026-02-22 06:00,31,day_ahead,farm,0.0859,0.0063,0.0697,0.16,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-22T02:00:00Z,2026-02-22 08:00,2026-02-22 07:00,32,day_ahead,farm,0.1189,0.0082,0.0374,0.1478,
shelek,2026-02-21_0000,1,2026-02-20T18:00:00Z,2026-02-20T18:00:00Z,2026-02-22T03:00:00Z,2026-02-22 09:00,2026-02-22 08:00,33,day_ahead,farm,0.1442,0.01,0.0555,0.2976,
