issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-21_0000,1,2026-02-20T18:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,1,3.8,7.11,87.0,4.2,953.7,live
2026-02-21_0000,1,2026-02-20T19:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,1,4.1,7.62,86.0,3.5,953.2,live
2026-02-21_0000,1,2026-02-20T20:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,1,4.3,8.02,86.0,2.9,952.8,live
2026-02-21_0000,1,2026-02-20T21:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,1,4.3,8.13,85.0,2.5,952.3,live
2026-02-21_0000,1,2026-02-20T22:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,1,4.21,7.93,85.0,2.2,951.9,live
2026-02-21_0000,1,2026-02-20T23:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,1,3.91,7.43,85.0,2.2,951.8,live
2026-02-21_0000,1,2026-02-21T00:00:00Z,ecmwf_aifs025_single,2026-02-20T00:00:00Z,1,3.41,6.53,85.0,2.4,952.0,live
2026-02-21_0000,1,2026-02-21T01:00:00Z,ecmwf_aifs025_single,2026-02-20T00:00:00Z,1,2.5,5.02,85.0,3.0,952.5,live
2026-02-21_0000,1,2026-02-21T02:00:00Z,ecmwf_aifs025_single,2026-02-20T00:00:00Z,1,1.1,2.8,90.0,4.1,953.3,live
2026-02-21_0000,1,2026-02-21T03:00:00Z,ecmwf_aifs025_single,2026-02-20T00:00:00Z,1,0.57,0.45,153.0,5.3,954.4,live
2026-02-21_0000,1,2026-02-21T04:00:00Z,ecmwf_aifs025_single,2026-02-20T00:00:00Z,1,2.09,2.44,251.0,6.5,955.5,live
2026-02-21_0000,1,2026-02-21T05:00:00Z,ecmwf_aifs025_single,2026-02-20T00:00:00Z,1,3.4,4.54,256.0,7.6,956.6,live
2026-02-21_0000,1,2026-02-21T06:00:00Z,ecmwf_aifs025_single,2026-02-20T06:00:00Z,1,4.2,6.04,258.0,8.2,957.7,live
2026-02-21_0000,1,2026-02-21T07:00:00Z,ecmwf_aifs025_single,2026-02-20T06:00:00Z,1,4.59,6.73,259.0,8.4,958.8,live
2026-02-21_0000,1,2026-02-21T08:00:00Z,ecmwf_aifs025_single,2026-02-20T06:00:00Z,1,4.59,6.91,260.0,8.3,959.9,live
2026-02-21_0000,1,2026-02-21T09:00:00Z,ecmwf_aifs025_single,2026-02-20T06:00:00Z,1,4.37,6.68,261.0,8.1,960.9,live
2026-02-21_0000,1,2026-02-21T10:00:00Z,ecmwf_aifs025_single,2026-02-20T06:00:00Z,1,3.98,6.25,263.0,7.7,962.0,live
2026-02-21_0000,1,2026-02-21T11:00:00Z,ecmwf_aifs025_single,2026-02-20T06:00:00Z,1,3.57,5.83,264.0,7.2,962.9,live
2026-02-21_0000,1,2026-02-21T12:00:00Z,ecmwf_aifs025_single,2026-02-19T12:00:00Z,2,4.4,7.0,272.0,6.4,963.0,live
2026-02-21_0000,1,2026-02-21T13:00:00Z,ecmwf_aifs025_single,2026-02-19T12:00:00Z,2,4.31,6.9,271.0,5.8,963.4,live
2026-02-21_0000,1,2026-02-21T14:00:00Z,ecmwf_aifs025_single,2026-02-19T12:00:00Z,2,3.83,6.3,269.0,5.2,963.5,live
2026-02-21_0000,1,2026-02-21T15:00:00Z,ecmwf_aifs025_single,2026-02-19T12:00:00Z,2,3.18,5.32,266.0,4.6,963.5,live
2026-02-21_0000,1,2026-02-21T16:00:00Z,ecmwf_aifs025_single,2026-02-19T12:00:00Z,2,2.38,4.14,262.0,4.0,963.2,live
2026-02-21_0000,1,2026-02-21T17:00:00Z,ecmwf_aifs025_single,2026-02-19T12:00:00Z,2,1.8,3.01,255.0,3.5,962.8,live
2026-02-21_0000,1,2026-02-21T18:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,2,1.42,2.28,247.0,3.0,962.5,live
2026-02-21_0000,1,2026-02-21T19:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,2,1.25,1.84,241.0,2.5,962.0,live
2026-02-21_0000,1,2026-02-21T20:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,2,1.21,1.44,236.0,2.0,961.4,live
2026-02-21_0000,1,2026-02-21T21:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,2,1.08,1.08,236.0,1.5,960.7,live
2026-02-21_0000,1,2026-02-21T22:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,2,0.95,0.78,230.0,1.2,960.0,live
2026-02-21_0000,1,2026-02-21T23:00:00Z,ecmwf_aifs025_single,2026-02-19T18:00:00Z,2,0.7,0.32,198.0,1.1,959.3,live
