site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10 00:00,2026-02-09 23:00,0,intraday,farm,0.3815,0.0012,0.2658,0.7305,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T19:00:00Z,2026-02-10 01:00,2026-02-10 00:00,1,intraday,farm,0.3769,0.0,0.2591,0.6388,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T20:00:00Z,2026-02-10 02:00,2026-02-10 01:00,2,intraday,farm,0.2872,0.0003,0.1836,0.5164,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T21:00:00Z,2026-02-10 03:00,2026-02-10 02:00,3,intraday,farm,0.2762,0.0,0.1488,0.5463,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T22:00:00Z,2026-02-10 04:00,2026-02-10 03:00,4,intraday,farm,0.1952,0.0,0.1491,0.5739,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T23:00:00Z,2026-02-10 05:00,2026-02-10 04:00,5,intraday,farm,0.3508,0.0006,0.2007,0.7689,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T00:00:00Z,2026-02-10 06:00,2026-02-10 05:00,6,intraday,farm,0.3379,0.0,0.1762,0.6232,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T01:00:00Z,2026-02-10 07:00,2026-02-10 06:00,7,intraday,farm,0.4548,0.0007,0.2751,0.9479,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T02:00:00Z,2026-02-10 08:00,2026-02-10 07:00,8,intraday,farm,0.4047,0.0093,0.3236,0.9582,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T03:00:00Z,2026-02-10 09:00,2026-02-10 08:00,9,intraday,farm,0.4507,0.0147,0.2695,0.9622,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T04:00:00Z,2026-02-10 10:00,2026-02-10 09:00,10,intraday,farm,0.4424,0.0491,0.29,0.9755,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T05:00:00Z,2026-02-10 11:00,2026-02-10 10:00,11,intraday,farm,0.4482,0.031,0.2759,0.8967,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T06:00:00Z,2026-02-10 12:00,2026-02-10 11:00,12,intraday,farm,0.3719,0.0072,0.2375,0.8261,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T07:00:00Z,2026-02-10 13:00,2026-02-10 12:00,13,intraday,farm,0.3355,0.0068,0.2163,0.8054,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T08:00:00Z,2026-02-10 14:00,2026-02-10 13:00,14,intraday,farm,0.2884,0.0005,0.184,0.6569,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T09:00:00Z,2026-02-10 15:00,2026-02-10 14:00,15,intraday,farm,0.1958,0.0024,0.1297,0.5449,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T10:00:00Z,2026-02-10 16:00,2026-02-10 15:00,16,intraday,farm,0.1847,0.0016,0.1315,0.4373,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T11:00:00Z,2026-02-10 17:00,2026-02-10 16:00,17,intraday,farm,0.1393,0.0038,0.0889,0.3271,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T12:00:00Z,2026-02-10 18:00,2026-02-10 17:00,18,intraday,farm,0.096,0.0068,0.0475,0.3254,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T13:00:00Z,2026-02-10 19:00,2026-02-10 18:00,19,intraday,farm,0.2312,0.0006,0.1502,0.4563,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T14:00:00Z,2026-02-10 20:00,2026-02-10 19:00,20,intraday,farm,0.3083,0.0119,0.2065,0.696,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T15:00:00Z,2026-02-10 21:00,2026-02-10 20:00,21,intraday,farm,0.6541,0.1411,0.5903,0.9521,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T16:00:00Z,2026-02-10 22:00,2026-02-10 21:00,22,intraday,farm,0.8024,0.4379,0.705,1.0,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T17:00:00Z,2026-02-10 23:00,2026-02-10 22:00,23,intraday,farm,0.8929,0.6181,0.8958,1.0,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T18:00:00Z,2026-02-11 00:00,2026-02-10 23:00,24,day_ahead,farm,0.9058,0.643,0.9765,0.9898,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T19:00:00Z,2026-02-11 01:00,2026-02-11 00:00,25,day_ahead,farm,0.8452,0.4643,0.9056,0.9882,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T20:00:00Z,2026-02-11 02:00,2026-02-11 01:00,26,day_ahead,farm,0.8258,0.3125,0.8315,0.9839,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T21:00:00Z,2026-02-11 03:00,2026-02-11 02:00,27,day_ahead,farm,0.752,0.0944,0.7003,0.9882,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T22:00:00Z,2026-02-11 04:00,2026-02-11 03:00,28,day_ahead,farm,0.7034,0.1392,0.6711,0.987,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10T23:00:00Z,2026-02-11 05:00,2026-02-11 04:00,29,day_ahead,farm,0.4955,0.0603,0.4315,0.9902,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T00:00:00Z,2026-02-11 06:00,2026-02-11 05:00,30,day_ahead,farm,0.228,0.0074,0.1348,0.7295,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T01:00:00Z,2026-02-11 07:00,2026-02-11 06:00,31,day_ahead,farm,0.1203,0.0064,0.0549,0.3569,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T02:00:00Z,2026-02-11 08:00,2026-02-11 07:00,32,day_ahead,farm,0.1175,0.0058,0.0604,0.2392,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T03:00:00Z,2026-02-11 09:00,2026-02-11 08:00,33,day_ahead,farm,0.0841,0.0073,0.0423,0.1744,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T04:00:00Z,2026-02-11 10:00,2026-02-11 09:00,34,day_ahead,farm,0.086,0.0072,0.0474,0.288,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T05:00:00Z,2026-02-11 11:00,2026-02-11 10:00,35,day_ahead,farm,0.2459,0.0019,0.1549,0.7359,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T06:00:00Z,2026-02-11 12:00,2026-02-11 11:00,36,day_ahead,farm,0.4854,0.0161,0.3672,0.9804,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T07:00:00Z,2026-02-11 13:00,2026-02-11 12:00,37,day_ahead,farm,0.5375,0.0075,0.3936,0.995,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T08:00:00Z,2026-02-11 14:00,2026-02-11 13:00,38,day_ahead,farm,0.3314,0.0,0.2567,0.8533,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T09:00:00Z,2026-02-11 15:00,2026-02-11 14:00,39,day_ahead,farm,0.4545,0.0445,0.3492,0.8443,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T10:00:00Z,2026-02-11 16:00,2026-02-11 15:00,40,day_ahead,farm,0.7853,0.3108,0.7863,0.9523,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T11:00:00Z,2026-02-11 17:00,2026-02-11 16:00,41,day_ahead,farm,0.8943,0.6534,0.8916,0.9864,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T12:00:00Z,2026-02-11 18:00,2026-02-11 17:00,42,day_ahead,farm,0.8932,0.6276,0.9029,0.988,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T13:00:00Z,2026-02-11 19:00,2026-02-11 18:00,43,day_ahead,farm,0.8781,0.489,0.9387,0.99,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T14:00:00Z,2026-02-11 20:00,2026-02-11 19:00,44,day_ahead,farm,0.8599,0.4004,0.8765,0.9868,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T15:00:00Z,2026-02-11 21:00,2026-02-11 20:00,45,day_ahead,farm,0.7828,0.2923,0.7063,0.9849,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T16:00:00Z,2026-02-11 22:00,2026-02-11 21:00,46,day_ahead,farm,0.6809,0.1317,0.5897,0.9748,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-11T17:00:00Z,2026-02-11 23:00,2026-02-11 22:00,47,day_ahead,farm,0.641,0.0956,0.5424,0.9612,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-10 00:00,2026-02-09 23:00,0,intraday,t1,0.3822,0.0,0.2756,0.7298,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T19:00:00Z,2026-02-10 01:00,2026-02-10 00:00,1,intraday,t1,0.3776,0.0,0.2651,0.6384,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T20:00:00Z,2026-02-10 02:00,2026-02-10 01:00,2,intraday,t1,0.2879,0.0,0.1873,0.5161,
shelek,2026-02-10_0000,1,2026-02-09T18:00:00Z,2026-02-09T18:00:00Z,2026-02-09T21:00:00Z,2026-02-10 03:00,2026-02-10 02:00,3,intraday,t1,0.2769,0.0,0.1522,0.5461,
