site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16 00:00,2026-02-15 23:00,0,intraday,farm,0.632,0.2583,0.6479,0.9514,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T19:00:00Z,2026-02-16 01:00,2026-02-16 00:00,1,intraday,farm,0.6252,0.2261,0.6373,0.9421,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T20:00:00Z,2026-02-16 02:00,2026-02-16 01:00,2,intraday,farm,0.6267,0.264,0.6479,0.9596,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T21:00:00Z,2026-02-16 03:00,2026-02-16 02:00,3,intraday,farm,0.7127,0.2854,0.6947,0.9513,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T22:00:00Z,2026-02-16 04:00,2026-02-16 03:00,4,intraday,farm,0.7008,0.2902,0.6832,0.9554,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T23:00:00Z,2026-02-16 05:00,2026-02-16 04:00,5,intraday,farm,0.6795,0.2844,0.7059,0.9598,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T00:00:00Z,2026-02-16 06:00,2026-02-16 05:00,6,intraday,farm,0.7045,0.2892,0.7416,0.9652,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T01:00:00Z,2026-02-16 07:00,2026-02-16 06:00,7,intraday,farm,0.6804,0.2666,0.6995,0.948,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T02:00:00Z,2026-02-16 08:00,2026-02-16 07:00,8,intraday,farm,0.5876,0.1484,0.6011,0.9457,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T03:00:00Z,2026-02-16 09:00,2026-02-16 08:00,9,intraday,farm,0.5421,0.1534,0.6004,0.9618,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T04:00:00Z,2026-02-16 10:00,2026-02-16 09:00,10,intraday,farm,0.564,0.1759,0.6422,0.9673,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T05:00:00Z,2026-02-16 11:00,2026-02-16 10:00,11,intraday,farm,0.6459,0.3071,0.6885,0.9723,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T06:00:00Z,2026-02-16 12:00,2026-02-16 11:00,12,intraday,farm,0.6733,0.3569,0.7083,0.9871,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T07:00:00Z,2026-02-16 13:00,2026-02-16 12:00,13,intraday,farm,0.6914,0.3791,0.7022,0.9841,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T08:00:00Z,2026-02-16 14:00,2026-02-16 13:00,14,intraday,farm,0.6867,0.3375,0.7159,0.9714,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T09:00:00Z,2026-02-16 15:00,2026-02-16 14:00,15,intraday,farm,0.7759,0.3012,0.7925,0.9763,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T10:00:00Z,2026-02-16 16:00,2026-02-16 15:00,16,intraday,farm,0.8495,0.4378,0.8838,0.9846,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T11:00:00Z,2026-02-16 17:00,2026-02-16 16:00,17,intraday,farm,0.8674,0.4634,0.8993,0.9885,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T12:00:00Z,2026-02-16 18:00,2026-02-16 17:00,18,intraday,farm,0.9107,0.4951,0.9122,0.9893,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T13:00:00Z,2026-02-16 19:00,2026-02-16 18:00,19,intraday,farm,0.8711,0.5432,0.9115,0.9889,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T14:00:00Z,2026-02-16 20:00,2026-02-16 19:00,20,intraday,farm,0.8453,0.4506,0.9029,0.9881,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T15:00:00Z,2026-02-16 21:00,2026-02-16 20:00,21,intraday,farm,0.8126,0.3929,0.8432,0.984,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T16:00:00Z,2026-02-16 22:00,2026-02-16 21:00,22,intraday,farm,0.8013,0.3887,0.8427,0.9865,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T17:00:00Z,2026-02-16 23:00,2026-02-16 22:00,23,intraday,farm,0.7183,0.3276,0.7684,0.9743,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17 00:00,2026-02-16 23:00,24,day_ahead,farm,0.6586,0.2863,0.6816,0.9629,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T19:00:00Z,2026-02-17 01:00,2026-02-17 00:00,25,day_ahead,farm,0.696,0.2781,0.7028,0.9614,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T20:00:00Z,2026-02-17 02:00,2026-02-17 01:00,26,day_ahead,farm,0.7111,0.1954,0.6525,0.9764,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T21:00:00Z,2026-02-17 03:00,2026-02-17 02:00,27,day_ahead,farm,0.6319,0.1244,0.5463,0.9536,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T22:00:00Z,2026-02-17 04:00,2026-02-17 03:00,28,day_ahead,farm,0.5786,0.078,0.4417,0.9251,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T23:00:00Z,2026-02-17 05:00,2026-02-17 04:00,29,day_ahead,farm,0.2999,0.0136,0.2115,0.7888,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T00:00:00Z,2026-02-17 06:00,2026-02-17 05:00,30,day_ahead,farm,0.1776,0.0036,0.1361,0.5125,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T01:00:00Z,2026-02-17 07:00,2026-02-17 06:00,31,day_ahead,farm,0.1425,0.0038,0.1215,0.4056,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T02:00:00Z,2026-02-17 08:00,2026-02-17 07:00,32,day_ahead,farm,0.14,0.0056,0.1041,0.3709,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T03:00:00Z,2026-02-17 09:00,2026-02-17 08:00,33,day_ahead,farm,0.1456,0.0044,0.0847,0.3064,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T04:00:00Z,2026-02-17 10:00,2026-02-17 09:00,34,day_ahead,farm,0.1476,0.0032,0.1032,0.3942,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T05:00:00Z,2026-02-17 11:00,2026-02-17 10:00,35,day_ahead,farm,0.1646,0.0119,0.1294,0.5719,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T06:00:00Z,2026-02-17 12:00,2026-02-17 11:00,36,day_ahead,farm,0.2672,0.0163,0.2231,0.8001,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T07:00:00Z,2026-02-17 13:00,2026-02-17 12:00,37,day_ahead,farm,0.3128,0.03,0.3237,0.8267,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T08:00:00Z,2026-02-17 14:00,2026-02-17 13:00,38,day_ahead,farm,0.3872,0.033,0.374,0.832,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T09:00:00Z,2026-02-17 15:00,2026-02-17 14:00,39,day_ahead,farm,0.5817,0.1312,0.5377,0.8746,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T10:00:00Z,2026-02-17 16:00,2026-02-17 15:00,40,day_ahead,farm,0.5398,0.1202,0.4662,0.9078,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T11:00:00Z,2026-02-17 17:00,2026-02-17 16:00,41,day_ahead,farm,0.4906,0.0719,0.4236,0.8654,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T12:00:00Z,2026-02-17 18:00,2026-02-17 17:00,42,day_ahead,farm,0.5216,0.0751,0.3949,0.8876,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T13:00:00Z,2026-02-17 19:00,2026-02-17 18:00,43,day_ahead,farm,0.5629,0.0732,0.4635,0.9383,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T14:00:00Z,2026-02-17 20:00,2026-02-17 19:00,44,day_ahead,farm,0.58,0.129,0.5552,0.9431,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T15:00:00Z,2026-02-17 21:00,2026-02-17 20:00,45,day_ahead,farm,0.6633,0.1592,0.6336,0.9418,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T16:00:00Z,2026-02-17 22:00,2026-02-17 21:00,46,day_ahead,farm,0.7118,0.3476,0.7836,0.9779,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-17T17:00:00Z,2026-02-17 23:00,2026-02-17 22:00,47,day_ahead,farm,0.714,0.4038,0.8299,0.9596,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16 00:00,2026-02-15 23:00,0,intraday,t1,0.6326,0.2617,0.6485,0.954,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T19:00:00Z,2026-02-16 01:00,2026-02-16 00:00,1,intraday,t1,0.6252,0.2252,0.6384,0.9444,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T20:00:00Z,2026-02-16 02:00,2026-02-16 01:00,2,intraday,t1,0.6268,0.2715,0.6489,0.9616,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T21:00:00Z,2026-02-16 03:00,2026-02-16 02:00,3,intraday,t1,0.7127,0.2928,0.6946,0.9533,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T22:00:00Z,2026-02-16 04:00,2026-02-16 03:00,4,intraday,t1,0.7008,0.3028,0.6801,0.957,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-15T23:00:00Z,2026-02-16 05:00,2026-02-16 04:00,5,intraday,t1,0.6796,0.2858,0.7069,0.9625,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T00:00:00Z,2026-02-16 06:00,2026-02-16 05:00,6,intraday,t1,0.7046,0.2949,0.7454,0.9675,
shelek,2026-02-16_0000,1,2026-02-15T18:00:00Z,2026-02-15T18:00:00Z,2026-02-16T01:00:00Z,2026-02-16 07:00,2026-02-16 06:00,7,intraday,t1,0.6805,0.2577,0.7004,0.9489,
