issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-27_0000,1,2026-02-26T18:00:00Z,ecmwf_aifs025_single,2026-02-25T18:00:00Z,1,3.98,6.64,264.0,0.1,953.3,live
2026-02-27_0000,1,2026-02-26T19:00:00Z,ecmwf_aifs025_single,2026-02-25T18:00:00Z,1,3.79,6.35,263.0,-0.0,953.3,live
2026-02-27_0000,1,2026-02-26T20:00:00Z,ecmwf_aifs025_single,2026-02-25T18:00:00Z,1,3.61,6.05,262.0,-0.2,953.3,live
2026-02-27_0000,1,2026-02-26T21:00:00Z,ecmwf_aifs025_single,2026-02-25T18:00:00Z,1,3.32,5.87,261.0,-0.4,953.3,live
2026-02-27_0000,1,2026-02-26T22:00:00Z,ecmwf_aifs025_single,2026-02-25T18:00:00Z,1,3.13,5.57,261.0,-0.5,953.1,live
2026-02-27_0000,1,2026-02-26T23:00:00Z,ecmwf_aifs025_single,2026-02-25T18:00:00Z,1,2.91,5.28,260.0,-0.4,953.1,live
2026-02-27_0000,1,2026-02-27T00:00:00Z,ecmwf_aifs025_single,2026-02-26T00:00:00Z,1,2.82,4.98,260.0,-0.3,953.0,live
2026-02-27_0000,1,2026-02-27T01:00:00Z,ecmwf_aifs025_single,2026-02-26T00:00:00Z,1,2.69,4.67,260.0,0.2,953.0,live
2026-02-27_0000,1,2026-02-27T02:00:00Z,ecmwf_aifs025_single,2026-02-26T00:00:00Z,1,2.67,4.36,261.0,0.8,953.0,live
2026-02-27_0000,1,2026-02-27T03:00:00Z,ecmwf_aifs025_single,2026-02-26T00:00:00Z,1,2.63,3.93,263.0,1.6,953.0,live
2026-02-27_0000,1,2026-02-27T04:00:00Z,ecmwf_aifs025_single,2026-02-26T00:00:00Z,1,2.72,3.71,265.0,2.3,953.0,live
2026-02-27_0000,1,2026-02-27T05:00:00Z,ecmwf_aifs025_single,2026-02-26T00:00:00Z,1,2.8,3.51,267.0,3.0,952.9,live
2026-02-27_0000,1,2026-02-27T06:00:00Z,ecmwf_aifs025_single,2026-02-26T06:00:00Z,1,2.9,3.61,267.0,3.3,952.9,live
2026-02-27_0000,1,2026-02-27T07:00:00Z,ecmwf_aifs025_single,2026-02-26T06:00:00Z,1,3.1,3.91,266.0,3.4,952.9,live
2026-02-27_0000,1,2026-02-27T08:00:00Z,ecmwf_aifs025_single,2026-02-26T06:00:00Z,1,3.41,4.52,265.0,3.4,952.9,live
2026-02-27_0000,1,2026-02-27T09:00:00Z,ecmwf_aifs025_single,2026-02-26T06:00:00Z,1,3.72,5.23,263.0,3.2,953.0,live
2026-02-27_0000,1,2026-02-27T10:00:00Z,ecmwf_aifs025_single,2026-02-26T06:00:00Z,1,3.95,5.95,262.0,2.9,953.0,live
2026-02-27_0000,1,2026-02-27T11:00:00Z,ecmwf_aifs025_single,2026-02-26T06:00:00Z,1,4.26,6.58,261.0,2.5,953.1,live
2026-02-27_0000,1,2026-02-27T12:00:00Z,ecmwf_aifs025_single,2026-02-25T12:00:00Z,2,5.2,8.04,259.0,-0.6,955.2,live
2026-02-27_0000,1,2026-02-27T13:00:00Z,ecmwf_aifs025_single,2026-02-25T12:00:00Z,2,5.1,8.04,259.0,-1.0,955.2,live
2026-02-27_0000,1,2026-02-27T14:00:00Z,ecmwf_aifs025_single,2026-02-25T12:00:00Z,2,4.9,7.83,260.0,-1.3,955.0,live
