issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-20_0000,1,2026-02-19T18:00:00Z,ecmwf_aifs025_single,2026-02-18T18:00:00Z,1,1.94,4.0,267.0,7.5,951.4,live
2026-02-20_0000,1,2026-02-19T19:00:00Z,ecmwf_aifs025_single,2026-02-18T18:00:00Z,1,2.33,4.81,266.0,7.0,952.1,live
2026-02-20_0000,1,2026-02-19T20:00:00Z,ecmwf_aifs025_single,2026-02-18T18:00:00Z,1,2.73,5.51,266.0,6.5,952.9,live
2026-02-20_0000,1,2026-02-19T21:00:00Z,ecmwf_aifs025_single,2026-02-18T18:00:00Z,1,3.0,6.12,265.0,6.1,953.7,live
2026-02-20_0000,1,2026-02-19T22:00:00Z,ecmwf_aifs025_single,2026-02-18T18:00:00Z,1,3.27,6.63,265.0,5.8,954.6,live
2026-02-20_0000,1,2026-02-19T23:00:00Z,ecmwf_aifs025_single,2026-02-18T18:00:00Z,1,3.45,6.84,264.0,5.7,955.4,live
2026-02-20_0000,1,2026-02-20T00:00:00Z,ecmwf_aifs025_single,2026-02-19T00:00:00Z,1,3.55,6.95,263.0,5.9,956.2,live
2026-02-20_0000,1,2026-02-20T01:00:00Z,ecmwf_aifs025_single,2026-02-19T00:00:00Z,1,3.61,6.75,263.0,6.3,957.0,live
2026-02-20_0000,1,2026-02-20T02:00:00Z,ecmwf_aifs025_single,2026-02-19T00:00:00Z,1,3.57,6.35,263.0,7.1,957.7,live
2026-02-20_0000,1,2026-02-20T03:00:00Z,ecmwf_aifs025_single,2026-02-19T00:00:00Z,1,3.52,5.84,263.0,8.0,958.4,live
2026-02-20_0000,1,2026-02-20T04:00:00Z,ecmwf_aifs025_single,2026-02-19T00:00:00Z,1,3.37,5.14,263.0,9.0,959.0,live
2026-02-20_0000,1,2026-02-20T05:00:00Z,ecmwf_aifs025_single,2026-02-19T00:00:00Z,1,3.14,4.54,262.0,9.9,959.4,live
2026-02-20_0000,1,2026-02-20T06:00:00Z,ecmwf_aifs025_single,2026-02-19T06:00:00Z,1,2.93,3.93,263.0,10.5,959.5,live
