issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-18_0000,1,2026-02-17T18:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,1,4.52,8.64,85.0,3.1,959.3,live
2026-02-18_0000,1,2026-02-17T19:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,1,4.62,8.84,85.0,2.6,959.0,live
2026-02-18_0000,1,2026-02-17T20:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,1,4.72,9.14,85.0,2.2,958.6,live
2026-02-18_0000,1,2026-02-17T21:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,1,4.82,9.33,85.0,1.8,958.3,live
2026-02-18_0000,1,2026-02-17T22:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,1,4.92,9.43,85.0,1.6,957.8,live
2026-02-18_0000,1,2026-02-17T23:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,1,5.02,9.63,85.0,1.6,957.5,live
2026-02-18_0000,1,2026-02-18T00:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,1,5.22,9.74,85.0,1.9,957.1,live
2026-02-18_0000,1,2026-02-18T01:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,1,5.43,9.85,84.0,2.6,957.0,live
2026-02-18_0000,1,2026-02-18T02:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,1,5.85,9.87,83.0,3.7,957.1,live
2026-02-18_0000,1,2026-02-18T03:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,1,6.17,9.89,82.0,5.0,957.2,live
2026-02-18_0000,1,2026-02-18T04:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,1,6.59,9.82,81.0,6.3,957.2,live
2026-02-18_0000,1,2026-02-18T05:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,1,6.81,9.83,81.0,7.5,957.2,live
2026-02-18_0000,1,2026-02-18T06:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,1,6.92,9.85,80.0,8.3,957.0,live
2026-02-18_0000,1,2026-02-18T07:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,1,6.82,9.85,80.0,8.8,956.5,live
2026-02-18_0000,1,2026-02-18T08:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,1,6.73,9.95,80.0,9.2,955.8,live
2026-02-18_0000,1,2026-02-18T09:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,1,6.41,9.95,80.0,9.4,955.1,live
2026-02-18_0000,1,2026-02-18T10:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,1,6.1,10.03,81.0,9.4,954.3,live
2026-02-18_0000,1,2026-02-18T11:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,1,5.79,9.93,81.0,9.3,953.5,live
2026-02-18_0000,1,2026-02-18T12:00:00Z,ecmwf_aifs025_single,2026-02-16T12:00:00Z,2,5.25,9.48,83.0,9.6,952.7,live
2026-02-18_0000,1,2026-02-18T13:00:00Z,ecmwf_aifs025_single,2026-02-16T12:00:00Z,2,4.94,9.27,83.0,9.1,952.2,live
2026-02-18_0000,1,2026-02-18T14:00:00Z,ecmwf_aifs025_single,2026-02-16T12:00:00Z,2,4.72,8.96,84.0,8.2,951.6,live
2026-02-18_0000,1,2026-02-18T15:00:00Z,ecmwf_aifs025_single,2026-02-16T12:00:00Z,2,4.41,8.55,84.0,7.2,951.2,live
2026-02-18_0000,1,2026-02-18T16:00:00Z,ecmwf_aifs025_single,2026-02-16T12:00:00Z,2,4.2,8.24,84.0,6.2,950.8,live
2026-02-18_0000,1,2026-02-18T17:00:00Z,ecmwf_aifs025_single,2026-02-16T12:00:00Z,2,4.0,7.83,85.0,5.3,950.4,live
2026-02-18_0000,1,2026-02-18T18:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,2,3.8,7.52,85.0,4.6,949.9,live
2026-02-18_0000,1,2026-02-18T19:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,2,3.61,7.22,86.0,4.1,949.5,live
2026-02-18_0000,1,2026-02-18T20:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,2,3.51,7.02,86.0,3.6,949.0,live
2026-02-18_0000,1,2026-02-18T21:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,2,3.31,6.72,86.0,3.2,948.6,live
2026-02-18_0000,1,2026-02-18T22:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,2,3.22,6.51,86.0,3.0,948.3,live
2026-02-18_0000,1,2026-02-18T23:00:00Z,ecmwf_aifs025_single,2026-02-16T18:00:00Z,2,3.13,6.31,86.0,3.1,948.0,live
2026-02-18_0000,1,2026-02-19T00:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,2,3.13,6.11,86.0,3.6,947.8,live
2026-02-18_0000,1,2026-02-19T01:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,2,3.21,6.01,86.0,4.6,947.9,live
2026-02-18_0000,1,2026-02-19T02:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,2,3.41,6.01,86.0,6.1,948.1,live
2026-02-18_0000,1,2026-02-19T03:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,2,3.6,6.11,86.0,7.9,948.5,live
2026-02-18_0000,1,2026-02-19T04:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,2,3.91,6.11,86.0,9.8,948.8,live
2026-02-18_0000,1,2026-02-19T05:00:00Z,ecmwf_aifs025_single,2026-02-17T00:00:00Z,2,4.01,6.01,86.0,11.4,949.1,live
2026-02-18_0000,1,2026-02-19T06:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,2,3.91,5.71,87.0,12.5,949.3,live
2026-02-18_0000,1,2026-02-19T07:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,2,3.61,5.2,89.0,13.1,949.3,live
2026-02-18_0000,1,2026-02-19T08:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,2,3.2,4.6,91.0,13.4,949.2,live
2026-02-18_0000,1,2026-02-19T09:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,2,2.7,3.81,95.0,13.6,949.1,live
2026-02-18_0000,1,2026-02-19T10:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,2,2.22,3.06,101.0,13.5,949.0,live
2026-02-18_0000,1,2026-02-19T11:00:00Z,ecmwf_aifs025_single,2026-02-17T06:00:00Z,2,1.68,2.25,111.0,13.3,949.1,live
2026-02-18_0000,1,2026-02-19T12:00:00Z,ecmwf_aifs025_single,2026-02-16T12:00:00Z,3,1.0,1.75,246.0,13.4,949.3,live
