site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28 00:00,2026-02-27 23:00,0,intraday,farm,0.5737,0.2045,0.6308,0.9653,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T19:00:00Z,2026-02-28 01:00,2026-02-28 00:00,1,intraday,farm,0.5945,0.2075,0.6774,0.9752,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T20:00:00Z,2026-02-28 02:00,2026-02-28 01:00,2,intraday,farm,0.6018,0.2625,0.7266,0.9726,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T21:00:00Z,2026-02-28 03:00,2026-02-28 02:00,3,intraday,farm,0.6752,0.2862,0.6462,0.9689,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T22:00:00Z,2026-02-28 04:00,2026-02-28 03:00,4,intraday,farm,0.6876,0.2992,0.6437,0.9619,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T23:00:00Z,2026-02-28 05:00,2026-02-28 04:00,5,intraday,farm,0.6215,0.2985,0.5838,0.9555,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T00:00:00Z,2026-02-28 06:00,2026-02-28 05:00,6,intraday,farm,0.635,0.3138,0.6105,0.9574,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T01:00:00Z,2026-02-28 07:00,2026-02-28 06:00,7,intraday,farm,0.6033,0.3102,0.5956,0.9594,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T02:00:00Z,2026-02-28 08:00,2026-02-28 07:00,8,intraday,farm,0.6195,0.2899,0.6374,0.9603,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T03:00:00Z,2026-02-28 09:00,2026-02-28 08:00,9,intraday,farm,0.6723,0.3198,0.7541,0.9598,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T04:00:00Z,2026-02-28 10:00,2026-02-28 09:00,10,intraday,farm,0.6872,0.3296,0.7853,0.9579,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T05:00:00Z,2026-02-28 11:00,2026-02-28 10:00,11,intraday,farm,0.6616,0.3574,0.6672,0.973,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T06:00:00Z,2026-02-28 12:00,2026-02-28 11:00,12,intraday,farm,0.6369,0.3556,0.6578,0.9754,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T07:00:00Z,2026-02-28 13:00,2026-02-28 12:00,13,intraday,farm,0.5633,0.3108,0.6159,0.9712,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T08:00:00Z,2026-02-28 14:00,2026-02-28 13:00,14,intraday,farm,0.5494,0.2995,0.604,0.9657,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T09:00:00Z,2026-02-28 15:00,2026-02-28 14:00,15,intraday,farm,0.5397,0.3075,0.558,0.9657,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T10:00:00Z,2026-02-28 16:00,2026-02-28 15:00,16,intraday,farm,0.5383,0.2872,0.5512,0.9582,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T11:00:00Z,2026-02-28 17:00,2026-02-28 16:00,17,intraday,farm,0.4498,0.2782,0.5,0.9655,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T12:00:00Z,2026-02-28 18:00,2026-02-28 17:00,18,intraday,farm,0.4992,0.2188,0.4531,0.9069,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T13:00:00Z,2026-02-28 19:00,2026-02-28 18:00,19,intraday,farm,0.5999,0.1429,0.5003,0.9064,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T14:00:00Z,2026-02-28 20:00,2026-02-28 19:00,20,intraday,farm,0.4958,0.0792,0.4663,0.8574,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T15:00:00Z,2026-02-28 21:00,2026-02-28 20:00,21,intraday,farm,0.4044,0.0804,0.3669,0.7897,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T16:00:00Z,2026-02-28 22:00,2026-02-28 21:00,22,intraday,farm,0.3037,0.0683,0.3127,0.7209,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T17:00:00Z,2026-02-28 23:00,2026-02-28 22:00,23,intraday,farm,0.3011,0.0374,0.234,0.6844,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T18:00:00Z,2026-03-01 00:00,2026-02-28 23:00,24,day_ahead,farm,0.2273,0.0152,0.165,0.3905,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T19:00:00Z,2026-03-01 01:00,2026-03-01 00:00,25,day_ahead,farm,0.1926,0.0019,0.1371,0.44,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T20:00:00Z,2026-03-01 02:00,2026-03-01 01:00,26,day_ahead,farm,0.1904,0.0042,0.1043,0.377,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T21:00:00Z,2026-03-01 03:00,2026-03-01 02:00,27,day_ahead,farm,0.1636,0.0041,0.086,0.3498,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T22:00:00Z,2026-03-01 04:00,2026-03-01 03:00,28,day_ahead,farm,0.1179,0.0059,0.0628,0.2224,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T23:00:00Z,2026-03-01 05:00,2026-03-01 04:00,29,day_ahead,farm,0.0697,0.0079,0.0436,0.2005,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T00:00:00Z,2026-03-01 06:00,2026-03-01 05:00,30,day_ahead,farm,0.1517,0.0078,0.0456,0.2313,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T01:00:00Z,2026-03-01 07:00,2026-03-01 06:00,31,day_ahead,farm,0.1554,0.009,0.0166,0.215,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T02:00:00Z,2026-03-01 08:00,2026-03-01 07:00,32,day_ahead,farm,0.1223,0.0089,0.0108,0.1722,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T03:00:00Z,2026-03-01 09:00,2026-03-01 08:00,33,day_ahead,farm,0.1034,0.0091,0.0175,0.1513,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T04:00:00Z,2026-03-01 10:00,2026-03-01 09:00,34,day_ahead,farm,0.0425,0.0084,0.0231,0.0956,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T05:00:00Z,2026-03-01 11:00,2026-03-01 10:00,35,day_ahead,farm,0.0514,0.0082,0.0221,0.1246,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T06:00:00Z,2026-03-01 12:00,2026-03-01 11:00,36,day_ahead,farm,0.0457,0.0081,0.0242,0.1493,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T07:00:00Z,2026-03-01 13:00,2026-03-01 12:00,37,day_ahead,farm,0.0556,0.0088,0.0234,0.2253,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T08:00:00Z,2026-03-01 14:00,2026-03-01 13:00,38,day_ahead,farm,0.0765,0.0083,0.0293,0.2373,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T09:00:00Z,2026-03-01 15:00,2026-03-01 14:00,39,day_ahead,farm,0.0802,0.0082,0.036,0.214,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T10:00:00Z,2026-03-01 16:00,2026-03-01 15:00,40,day_ahead,farm,0.0771,0.0083,0.0356,0.2331,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T11:00:00Z,2026-03-01 17:00,2026-03-01 16:00,41,day_ahead,farm,0.0875,0.005,0.0759,0.2369,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T12:00:00Z,2026-03-01 18:00,2026-03-01 17:00,42,day_ahead,farm,0.0756,0.0085,0.0238,0.1404,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T13:00:00Z,2026-03-01 19:00,2026-03-01 18:00,43,day_ahead,farm,0.0923,0.0089,0.0161,0.2025,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T14:00:00Z,2026-03-01 20:00,2026-03-01 19:00,44,day_ahead,farm,0.2077,0.0068,0.0313,0.2713,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T15:00:00Z,2026-03-01 21:00,2026-03-01 20:00,45,day_ahead,farm,0.2361,0.0066,0.0457,0.2504,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T16:00:00Z,2026-03-01 22:00,2026-03-01 21:00,46,day_ahead,farm,0.4831,0.0,0.2223,0.5147,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-03-01T17:00:00Z,2026-03-01 23:00,2026-03-01 22:00,47,day_ahead,farm,0.5808,0.0018,0.2689,0.6446,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28 00:00,2026-02-27 23:00,0,intraday,t1,0.5737,0.2032,0.6299,0.9661,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T19:00:00Z,2026-02-28 01:00,2026-02-28 00:00,1,intraday,t1,0.5945,0.2063,0.6764,0.9767,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T20:00:00Z,2026-02-28 02:00,2026-02-28 01:00,2,intraday,t1,0.6016,0.2669,0.7257,0.9743,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T21:00:00Z,2026-02-28 03:00,2026-02-28 02:00,3,intraday,t1,0.6751,0.274,0.6453,0.9704,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T22:00:00Z,2026-02-28 04:00,2026-02-28 03:00,4,intraday,t1,0.6874,0.3008,0.6428,0.9641,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-27T23:00:00Z,2026-02-28 05:00,2026-02-28 04:00,5,intraday,t1,0.6214,0.3022,0.5828,0.9577,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T00:00:00Z,2026-02-28 06:00,2026-02-28 05:00,6,intraday,t1,0.6348,0.3324,0.6106,0.9595,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T01:00:00Z,2026-02-28 07:00,2026-02-28 06:00,7,intraday,t1,0.6033,0.3215,0.5989,0.9613,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T02:00:00Z,2026-02-28 08:00,2026-02-28 07:00,8,intraday,t1,0.6195,0.2872,0.6393,0.9662,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T03:00:00Z,2026-02-28 09:00,2026-02-28 08:00,9,intraday,t1,0.6723,0.347,0.7567,0.9659,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T04:00:00Z,2026-02-28 10:00,2026-02-28 09:00,10,intraday,t1,0.6872,0.3469,0.7884,0.964,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T05:00:00Z,2026-02-28 11:00,2026-02-28 10:00,11,intraday,t1,0.6616,0.3834,0.6706,0.9791,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T06:00:00Z,2026-02-28 12:00,2026-02-28 11:00,12,intraday,t1,0.6369,0.3852,0.6604,0.9815,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T07:00:00Z,2026-02-28 13:00,2026-02-28 12:00,13,intraday,t1,0.5633,0.3338,0.6192,0.9772,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T08:00:00Z,2026-02-28 14:00,2026-02-28 13:00,14,intraday,t1,0.5494,0.3238,0.6066,0.9718,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T09:00:00Z,2026-02-28 15:00,2026-02-28 14:00,15,intraday,t1,0.5397,0.3135,0.5606,0.9707,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T10:00:00Z,2026-02-28 16:00,2026-02-28 15:00,16,intraday,t1,0.5383,0.2762,0.5535,0.9603,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T11:00:00Z,2026-02-28 17:00,2026-02-28 16:00,17,intraday,t1,0.4498,0.2585,0.4984,0.9672,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T12:00:00Z,2026-02-28 18:00,2026-02-28 17:00,18,intraday,t1,0.4992,0.2178,0.4521,0.9068,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T13:00:00Z,2026-02-28 19:00,2026-02-28 18:00,19,intraday,t1,0.5999,0.1574,0.5019,0.906,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T14:00:00Z,2026-02-28 20:00,2026-02-28 19:00,20,intraday,t1,0.4958,0.0992,0.4648,0.8575,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T15:00:00Z,2026-02-28 21:00,2026-02-28 20:00,21,intraday,t1,0.4044,0.0987,0.3655,0.7898,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T16:00:00Z,2026-02-28 22:00,2026-02-28 21:00,22,intraday,t1,0.3037,0.0762,0.3113,0.721,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T17:00:00Z,2026-02-28 23:00,2026-02-28 22:00,23,intraday,t1,0.3011,0.0283,0.2356,0.6843,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T18:00:00Z,2026-03-01 00:00,2026-02-28 23:00,24,day_ahead,t1,0.2273,0.0122,0.1666,0.3904,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T19:00:00Z,2026-03-01 01:00,2026-03-01 00:00,25,day_ahead,t1,0.1926,0.001,0.1387,0.4399,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T20:00:00Z,2026-03-01 02:00,2026-03-01 01:00,26,day_ahead,t1,0.1904,0.0033,0.106,0.3769,
shelek,2026-02-28_0000,1,2026-02-27T18:00:00Z,2026-02-27T18:00:00Z,2026-02-28T21:00:00Z,2026-03-01 03:00,2026-03-01 02:00,27,day_ahead,t1,0.1636,0.0046,0.0877,0.3497,
