issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-03_0000,1,2026-02-02T18:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,1,3.8,7.23,84.0,-1.0,952.3,live
2026-02-03_0000,1,2026-02-02T19:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,1,3.8,7.23,84.0,-1.4,952.0,live
2026-02-03_0000,1,2026-02-02T20:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,1,3.9,7.43,85.0,-1.9,951.6,live
2026-02-03_0000,1,2026-02-02T21:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,1,4.0,7.64,84.0,-2.2,951.2,live
2026-02-03_0000,1,2026-02-02T22:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,1,4.0,7.64,84.0,-2.4,951.0,live
2026-02-03_0000,1,2026-02-02T23:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,1,3.9,7.54,84.0,-2.3,950.8,live
2026-02-03_0000,1,2026-02-03T00:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,1,3.6,6.95,83.0,-2.0,950.9,live
2026-02-03_0000,1,2026-02-03T01:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,1,2.9,5.84,83.0,-1.3,951.3,live
2026-02-03_0000,1,2026-02-03T02:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,1,2.0,4.24,82.0,-0.1,951.8,live
2026-02-03_0000,1,2026-02-03T03:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,1,0.9,2.43,81.0,1.2,952.4,live
2026-02-03_0000,1,2026-02-03T04:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,1,0.1,0.67,63.0,2.6,953.2,live
2026-02-03_0000,1,2026-02-03T05:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,1,1.1,1.0,276.0,3.8,953.8,live
2026-02-03_0000,1,2026-02-03T06:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,1,1.81,2.3,268.0,4.6,954.2,live
2026-02-03_0000,1,2026-02-03T07:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,1,2.22,3.21,265.0,4.9,954.4,live
2026-02-03_0000,1,2026-02-03T08:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,1,2.55,3.83,263.0,5.0,954.5,live
2026-02-03_0000,1,2026-02-03T09:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,1,2.69,4.28,259.0,4.8,954.5,live
2026-02-03_0000,1,2026-02-03T10:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,1,2.85,4.61,257.0,4.5,954.5,live
2026-02-03_0000,1,2026-02-03T11:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,1,2.92,4.85,256.0,4.2,954.4,live
2026-02-03_0000,1,2026-02-03T12:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,2,2.95,5.26,256.0,4.0,954.8,live
2026-02-03_0000,1,2026-02-03T13:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,2,3.09,5.48,255.0,3.8,955.1,live
2026-02-03_0000,1,2026-02-03T14:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,2,3.0,5.36,256.0,3.5,955.3,live
2026-02-03_0000,1,2026-02-03T15:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,2,2.77,5.07,255.0,3.1,955.7,live
2026-02-03_0000,1,2026-02-03T16:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,2,2.51,4.75,255.0,2.8,956.0,live
2026-02-03_0000,1,2026-02-03T17:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,2,2.28,4.44,256.0,2.5,956.2,live
2026-02-03_0000,1,2026-02-03T18:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,2,2.2,4.24,255.0,2.3,956.5,live
2026-02-03_0000,1,2026-02-03T19:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,2,2.2,4.24,255.0,2.2,956.8,live
2026-02-03_0000,1,2026-02-03T20:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,2,2.33,4.37,254.0,2.1,957.0,live
2026-02-03_0000,1,2026-02-03T21:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,2,2.33,4.49,253.0,2.1,957.3,live
2026-02-03_0000,1,2026-02-03T22:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,2,2.47,4.62,252.0,2.1,957.6,live
2026-02-03_0000,1,2026-02-03T23:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,2,2.56,4.74,252.0,2.2,957.9,live
2026-02-03_0000,1,2026-02-04T00:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,2,2.64,4.74,252.0,2.4,958.2,live
2026-02-03_0000,1,2026-02-04T01:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,2,2.68,4.71,253.0,2.6,958.5,live
2026-02-03_0000,1,2026-02-04T02:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,2,2.82,4.62,252.0,2.9,959.0,live
2026-02-03_0000,1,2026-02-04T03:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,2,2.85,4.46,254.0,3.3,959.4,live
2026-02-03_0000,1,2026-02-04T04:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,2,2.91,4.24,255.0,3.7,959.7,live
2026-02-03_0000,1,2026-02-04T05:00:00Z,ecmwf_aifs025_single,2026-02-02T00:00:00Z,2,2.77,3.91,257.0,4.0,960.0,live
2026-02-03_0000,1,2026-02-04T06:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,2,2.55,3.4,256.0,4.3,960.1,live
2026-02-03_0000,1,2026-02-04T07:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,2,2.04,2.6,254.0,4.4,960.1,live
2026-02-03_0000,1,2026-02-04T08:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,2,1.33,1.68,253.0,4.6,959.9,live
2026-02-03_0000,1,2026-02-04T09:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,2,0.54,0.64,231.0,4.7,959.7,live
2026-02-03_0000,1,2026-02-04T10:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,2,0.41,0.76,113.0,4.7,959.4,live
2026-02-03_0000,1,2026-02-04T11:00:00Z,ecmwf_aifs025_single,2026-02-02T06:00:00Z,2,1.2,1.9,93.0,4.6,959.2,live
2026-02-03_0000,1,2026-02-04T12:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,3,0.64,0.81,120.0,4.2,958.6,live
2026-02-03_0000,1,2026-02-04T13:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,3,1.14,1.81,96.0,3.7,958.6,live
2026-02-03_0000,1,2026-02-04T14:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,3,1.81,3.1,90.0,2.9,958.5,live
2026-02-03_0000,1,2026-02-04T15:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,3,2.5,4.6,88.0,2.0,958.5,live
2026-02-03_0000,1,2026-02-04T16:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,3,3.3,6.01,86.0,1.1,958.4,live
2026-02-03_0000,1,2026-02-04T17:00:00Z,ecmwf_aifs025_single,2026-02-01T12:00:00Z,3,4.01,7.42,85.0,0.3,958.3,live
2026-02-03_0000,1,2026-02-04T18:00:00Z,ecmwf_aifs025_single,2026-02-01T18:00:00Z,3,4.62,8.54,85.0,-0.4,958.1,live
2026-02-03_0000,1,2026-02-02T18:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,1,3.4,7.49,71.0,-0.3,952.6,live
2026-02-03_0000,1,2026-02-02T19:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,1,3.79,8.13,69.0,0.0,952.3,live
2026-02-03_0000,1,2026-02-02T20:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,1,4.39,9.09,66.0,0.7,952.0,live
2026-02-03_0000,1,2026-02-02T21:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,1,4.96,9.93,64.0,1.1,951.8,live
2026-02-03_0000,1,2026-02-02T22:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,1,5.42,10.42,62.0,1.2,951.7,live
2026-02-03_0000,1,2026-02-02T23:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,1,5.61,10.79,61.0,1.1,951.5,live
2026-02-03_0000,1,2026-02-03T00:00:00Z,ecmwf_ifs025,2026-02-02T00:00:00Z,1,5.61,10.66,61.0,1.0,951.5,live
2026-02-03_0000,1,2026-02-03T01:00:00Z,ecmwf_ifs025,2026-02-02T00:00:00Z,1,5.14,9.97,63.0,0.7,951.8,live
2026-02-03_0000,1,2026-02-03T02:00:00Z,ecmwf_ifs025,2026-02-02T00:00:00Z,1,4.43,8.93,68.0,0.3,952.4,live
2026-02-03_0000,1,2026-02-03T03:00:00Z,ecmwf_ifs025,2026-02-02T00:00:00Z,1,3.47,7.24,72.0,0.5,952.9,live
2026-02-03_0000,1,2026-02-03T04:00:00Z,ecmwf_ifs025,2026-02-02T00:00:00Z,1,1.94,4.3,72.0,1.8,953.6,live
2026-02-03_0000,1,2026-02-03T05:00:00Z,ecmwf_ifs025,2026-02-02T00:00:00Z,1,0.22,0.86,54.0,3.6,954.2,live
2026-02-03_0000,1,2026-02-03T06:00:00Z,ecmwf_ifs025,2026-02-02T06:00:00Z,1,1.5,1.9,270.0,5.2,954.6,live
2026-02-03_0000,1,2026-02-03T07:00:00Z,ecmwf_ifs025,2026-02-02T06:00:00Z,1,1.9,2.51,265.0,6.2,954.6,live
2026-02-03_0000,1,2026-02-03T08:00:00Z,ecmwf_ifs025,2026-02-02T06:00:00Z,1,1.8,2.31,265.0,6.9,954.2,live
2026-02-03_0000,1,2026-02-03T09:00:00Z,ecmwf_ifs025,2026-02-02T06:00:00Z,1,1.8,2.5,268.0,7.0,954.0,live
2026-02-03_0000,1,2026-02-03T10:00:00Z,ecmwf_ifs025,2026-02-02T06:00:00Z,1,2.4,4.1,270.0,5.9,954.1,live
2026-02-03_0000,1,2026-02-03T11:00:00Z,ecmwf_ifs025,2026-02-02T06:00:00Z,1,3.11,6.1,271.0,4.2,954.3,live
2026-02-03_0000,1,2026-02-03T12:00:00Z,ecmwf_ifs025,2026-02-01T12:00:00Z,2,2.57,6.35,263.0,1.9,954.6,live
2026-02-03_0000,1,2026-02-03T13:00:00Z,ecmwf_ifs025,2026-02-01T12:00:00Z,2,3.16,7.3,261.0,1.4,955.1,live
2026-02-03_0000,1,2026-02-03T14:00:00Z,ecmwf_ifs025,2026-02-01T12:00:00Z,2,3.76,7.79,257.0,1.5,955.5,live
2026-02-03_0000,1,2026-02-03T15:00:00Z,ecmwf_ifs025,2026-02-01T12:00:00Z,2,4.12,8.01,254.0,1.7,955.9,live
2026-02-03_0000,1,2026-02-03T16:00:00Z,ecmwf_ifs025,2026-02-01T12:00:00Z,2,3.91,7.78,250.0,1.8,956.1,live
2026-02-03_0000,1,2026-02-03T17:00:00Z,ecmwf_ifs025,2026-02-01T12:00:00Z,2,3.44,7.11,244.0,2.0,956.2,live
2026-02-03_0000,1,2026-02-03T18:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,2,3.14,6.76,241.0,2.2,956.4,live
2026-02-03_0000,1,2026-02-03T19:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,2,3.05,6.66,242.0,2.1,956.6,live
2026-02-03_0000,1,2026-02-03T20:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,2,3.09,6.71,245.0,2.0,956.7,live
2026-02-03_0000,1,2026-02-03T21:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,2,3.32,6.91,248.0,2.0,957.0,live
2026-02-03_0000,1,2026-02-03T22:00:00Z,ecmwf_ifs025,2026-02-01T18:00:00Z,2,3.72,7.35,248.0,2.0,957.4,live
