issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-25_0000,2,2026-02-25T14:00:00Z,icon_seamless,2026-02-24T12:00:00Z,1,1.27,1.27,23.0,-0.1,954.2,live
2026-02-25_0000,2,2026-02-25T15:00:00Z,icon_seamless,2026-02-24T12:00:00Z,1,1.17,2.76,63.0,-0.1,953.4,live
2026-02-25_0000,2,2026-02-25T16:00:00Z,icon_seamless,2026-02-24T12:00:00Z,1,1.63,4.21,65.0,0.1,952.8,live
2026-02-25_0000,2,2026-02-25T17:00:00Z,icon_seamless,2026-02-24T12:00:00Z,1,2.48,6.02,60.0,0.5,951.8,live
2026-02-25_0000,2,2026-02-25T18:00:00Z,icon_seamless,2026-02-24T18:00:00Z,1,3.58,7.37,67.0,0.2,951.8,live
2026-02-25_0000,2,2026-02-25T19:00:00Z,icon_seamless,2026-02-24T18:00:00Z,1,3.88,8.41,64.0,0.2,950.6,live
2026-02-25_0000,2,2026-02-25T20:00:00Z,icon_seamless,2026-02-24T18:00:00Z,1,3.97,8.95,61.0,0.3,950.0,live
2026-02-25_0000,2,2026-02-25T21:00:00Z,icon_seamless,2026-02-24T18:00:00Z,1,3.67,8.63,64.0,0.3,949.3,live
2026-02-25_0000,2,2026-02-25T22:00:00Z,icon_seamless,2026-02-24T18:00:00Z,1,6.29,11.84,72.0,0.4,947.6,live
2026-02-25_0000,2,2026-02-25T23:00:00Z,icon_seamless,2026-02-24T18:00:00Z,1,5.87,11.16,73.0,0.4,946.5,live
2026-02-25_0000,2,2026-02-26T00:00:00Z,icon_seamless,2026-02-24T00:00:00Z,2,6.36,11.83,68.0,1.2,944.4,live
2026-02-25_0000,2,2026-02-26T01:00:00Z,icon_seamless,2026-02-24T00:00:00Z,2,5.09,10.21,63.0,1.0,944.5,live
2026-02-25_0000,2,2026-02-26T02:00:00Z,icon_seamless,2026-02-24T00:00:00Z,2,1.89,6.64,53.0,1.0,945.4,live
2026-02-25_0000,2,2026-02-26T03:00:00Z,icon_seamless,2026-02-24T00:00:00Z,2,9.32,12.8,261.0,-0.4,948.8,live
2026-02-25_0000,2,2026-02-26T04:00:00Z,icon_seamless,2026-02-24T00:00:00Z,2,9.53,13.48,257.0,-2.3,950.4,live
2026-02-25_0000,2,2026-02-26T05:00:00Z,icon_seamless,2026-02-24T00:00:00Z,2,6.04,7.68,247.0,-1.6,949.9,live
2026-02-25_0000,2,2026-02-26T06:00:00Z,icon_seamless,2026-02-24T06:00:00Z,2,4.95,6.8,258.0,-1.7,950.2,live
2026-02-25_0000,2,2026-02-26T07:00:00Z,icon_seamless,2026-02-24T06:00:00Z,2,3.55,4.74,240.0,-1.0,950.0,live
2026-02-25_0000,2,2026-02-26T08:00:00Z,icon_seamless,2026-02-24T06:00:00Z,2,3.31,4.34,245.0,-0.4,949.5,live
2026-02-25_0000,2,2026-02-26T09:00:00Z,icon_seamless,2026-02-24T06:00:00Z,2,3.85,5.35,246.0,0.1,949.3,live
2026-02-25_0000,2,2026-02-26T10:00:00Z,icon_seamless,2026-02-24T06:00:00Z,2,4.88,7.19,253.0,0.4,950.1,live
2026-02-25_0000,2,2026-02-26T11:00:00Z,icon_seamless,2026-02-24T06:00:00Z,2,4.92,7.69,253.0,1.0,950.5,live
2026-02-25_0000,2,2026-02-26T12:00:00Z,icon_seamless,2026-02-24T12:00:00Z,2,4.9,8.27,265.0,1.1,950.7,live
2026-02-25_0000,2,2026-02-26T13:00:00Z,icon_seamless,2026-02-24T12:00:00Z,2,3.98,8.72,271.0,1.1,950.7,live
2026-02-25_0000,2,2026-02-26T14:00:00Z,icon_seamless,2026-02-24T12:00:00Z,2,3.54,8.94,279.0,1.2,950.6,live
2026-02-25_0000,2,2026-02-26T15:00:00Z,icon_seamless,2026-02-24T12:00:00Z,2,4.75,11.64,285.0,1.3,951.2,live
2026-02-25_0000,2,2026-02-26T16:00:00Z,icon_seamless,2026-02-24T12:00:00Z,2,6.51,11.63,282.0,1.5,951.6,live
2026-02-25_0000,2,2026-02-26T17:00:00Z,icon_seamless,2026-02-24T12:00:00Z,2,6.44,11.26,281.0,1.1,952.0,live
2026-02-25_0000,2,2026-02-26T18:00:00Z,icon_seamless,2026-02-24T18:00:00Z,2,6.94,10.96,255.0,-1.5,953.5,live
