site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-19 00:00,2026-02-18 23:00,0,intraday,farm,0.6863,0.2463,0.7414,0.9949,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-18T19:00:00Z,2026-02-19 01:00,2026-02-19 00:00,1,intraday,farm,0.6815,0.2442,0.7011,0.9806,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-18T20:00:00Z,2026-02-19 02:00,2026-02-19 01:00,2,intraday,farm,0.7241,0.2067,0.6931,1.0,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-18T21:00:00Z,2026-02-19 03:00,2026-02-19 02:00,3,intraday,farm,0.6712,0.1907,0.657,0.953,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-18T22:00:00Z,2026-02-19 04:00,2026-02-19 03:00,4,intraday,farm,0.6387,0.1775,0.6205,0.9278,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-18T23:00:00Z,2026-02-19 05:00,2026-02-19 04:00,5,intraday,farm,0.6219,0.0695,0.53,0.9727,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-19T00:00:00Z,2026-02-19 06:00,2026-02-19 05:00,6,intraday,farm,0.4208,0.0482,0.3673,0.8671,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-19T01:00:00Z,2026-02-19 07:00,2026-02-19 06:00,7,intraday,farm,0.3175,0.0449,0.2968,0.8362,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-19T02:00:00Z,2026-02-19 08:00,2026-02-19 07:00,8,intraday,farm,0.2922,0.0384,0.2545,0.793,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-19T03:00:00Z,2026-02-19 09:00,2026-02-19 08:00,9,intraday,farm,0.2369,0.0092,0.2584,0.7713,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-19T04:00:00Z,2026-02-19 10:00,2026-02-19 09:00,10,intraday,farm,0.2888,0.0247,0.2817,0.811,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-19T05:00:00Z,2026-02-19 11:00,2026-02-19 10:00,11,intraday,farm,0.3323,0.0458,0.342,0.7862,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-19T06:00:00Z,2026-02-19 12:00,2026-02-19 11:00,12,intraday,farm,0.3968,0.0762,0.3536,0.7688,
shelek,2026-02-19_0000,1,2026-02-18T18:00:00Z,2026-02-18T18:00:00Z,2026-02-19T07:00:00Z,2026-02-19 13:00,2026-02-19 12:00,13,intraday,farm,0.4221,0.0401,0.358,0.752,
