issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-19_0000,1,2026-02-18T18:00:00Z,ecmwf_aifs025_single,2026-02-17T18:00:00Z,1,3.9,7.65,83.0,4.5,949.9,live
2026-02-19_0000,1,2026-02-18T19:00:00Z,ecmwf_aifs025_single,2026-02-17T18:00:00Z,1,3.6,7.24,84.0,3.9,949.6,live
2026-02-19_0000,1,2026-02-18T20:00:00Z,ecmwf_aifs025_single,2026-02-17T18:00:00Z,1,3.4,6.74,84.0,3.4,949.3,live
2026-02-19_0000,1,2026-02-18T21:00:00Z,ecmwf_aifs025_single,2026-02-17T18:00:00Z,1,3.11,6.23,84.0,2.9,949.1,live
2026-02-19_0000,1,2026-02-18T22:00:00Z,ecmwf_aifs025_single,2026-02-17T18:00:00Z,1,2.92,5.82,85.0,2.6,948.9,live
2026-02-19_0000,1,2026-02-18T23:00:00Z,ecmwf_aifs025_single,2026-02-17T18:00:00Z,1,2.73,5.41,86.0,2.6,948.8,live
2026-02-19_0000,1,2026-02-19T00:00:00Z,ecmwf_aifs025_single,2026-02-18T00:00:00Z,1,2.63,5.11,87.0,3.1,948.8,live
2026-02-19_0000,1,2026-02-19T01:00:00Z,ecmwf_aifs025_single,2026-02-18T00:00:00Z,1,2.72,5.01,87.0,4.2,949.1,live
2026-02-19_0000,1,2026-02-19T02:00:00Z,ecmwf_aifs025_single,2026-02-18T00:00:00Z,1,2.81,5.01,87.0,5.9,949.5,live
2026-02-19_0000,1,2026-02-19T03:00:00Z,ecmwf_aifs025_single,2026-02-18T00:00:00Z,1,3.1,5.01,87.0,7.9,949.9,live
2026-02-19_0000,1,2026-02-19T04:00:00Z,ecmwf_aifs025_single,2026-02-18T00:00:00Z,1,3.41,5.11,87.0,10.0,950.4,live
2026-02-19_0000,1,2026-02-19T05:00:00Z,ecmwf_aifs025_single,2026-02-18T00:00:00Z,1,3.51,5.11,87.0,11.7,950.8,live
2026-02-19_0000,1,2026-02-19T06:00:00Z,ecmwf_aifs025_single,2026-02-18T06:00:00Z,1,3.62,5.11,87.0,12.9,951.0,live
2026-02-19_0000,1,2026-02-19T07:00:00Z,ecmwf_aifs025_single,2026-02-18T06:00:00Z,1,3.52,5.0,88.0,13.6,950.9,live
