issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-04_0000,1,2026-02-03T18:00:00Z,ecmwf_aifs025_single,2026-02-02T18:00:00Z,1,2.42,4.51,257.0,2.2,956.0,live
2026-02-04_0000,1,2026-02-03T19:00:00Z,ecmwf_aifs025_single,2026-02-02T18:00:00Z,1,2.42,4.54,256.0,2.1,956.4,live
2026-02-04_0000,1,2026-02-03T20:00:00Z,ecmwf_aifs025_single,2026-02-02T18:00:00Z,1,2.56,4.75,255.0,2.0,956.6,live
2026-02-04_0000,1,2026-02-03T21:00:00Z,ecmwf_aifs025_single,2026-02-02T18:00:00Z,1,2.64,4.88,255.0,2.0,957.0,live
2026-02-04_0000,1,2026-02-03T22:00:00Z,ecmwf_aifs025_single,2026-02-02T18:00:00Z,1,2.73,5.1,254.0,2.1,957.4,live
2026-02-04_0000,1,2026-02-03T23:00:00Z,ecmwf_aifs025_single,2026-02-02T18:00:00Z,1,2.73,5.12,253.0,2.2,957.7,live
2026-02-04_0000,1,2026-02-04T00:00:00Z,ecmwf_aifs025_single,2026-02-03T00:00:00Z,1,2.82,5.12,253.0,2.4,958.0,live
2026-02-04_0000,1,2026-02-04T01:00:00Z,ecmwf_aifs025_single,2026-02-03T00:00:00Z,1,2.86,5.0,254.0,2.7,958.4,live
2026-02-04_0000,1,2026-02-04T02:00:00Z,ecmwf_aifs025_single,2026-02-03T00:00:00Z,1,2.92,4.78,254.0,3.2,958.8,live
2026-02-04_0000,1,2026-02-04T03:00:00Z,ecmwf_aifs025_single,2026-02-03T00:00:00Z,1,2.85,4.56,255.0,3.7,959.2,live
2026-02-04_0000,1,2026-02-04T04:00:00Z,ecmwf_aifs025_single,2026-02-03T00:00:00Z,1,2.91,4.22,256.0,4.2,959.5,live
2026-02-04_0000,1,2026-02-04T05:00:00Z,ecmwf_aifs025_single,2026-02-03T00:00:00Z,1,2.77,3.88,258.0,4.7,959.7,live
2026-02-04_0000,1,2026-02-04T06:00:00Z,ecmwf_aifs025_single,2026-02-03T06:00:00Z,1,2.55,3.37,258.0,4.9,959.8,live
2026-02-04_0000,1,2026-02-04T07:00:00Z,ecmwf_aifs025_single,2026-02-03T06:00:00Z,1,2.14,2.86,258.0,5.1,959.8,live
2026-02-04_0000,1,2026-02-04T08:00:00Z,ecmwf_aifs025_single,2026-02-03T06:00:00Z,1,1.65,2.16,257.0,5.1,959.6,live
2026-02-04_0000,1,2026-02-04T09:00:00Z,ecmwf_aifs025_single,2026-02-03T06:00:00Z,1,1.17,1.49,250.0,5.1,959.3,live
2026-02-04_0000,1,2026-02-04T10:00:00Z,ecmwf_aifs025_single,2026-02-03T06:00:00Z,1,0.57,0.81,240.0,5.0,959.1,live
2026-02-04_0000,1,2026-02-04T11:00:00Z,ecmwf_aifs025_single,2026-02-03T06:00:00Z,1,0.45,0.36,146.0,4.7,958.7,live
2026-02-04_0000,1,2026-02-04T12:00:00Z,ecmwf_aifs025_single,2026-02-02T12:00:00Z,2,1.9,3.0,90.0,4.4,958.9,live
2026-02-04_0000,1,2026-02-04T13:00:00Z,ecmwf_aifs025_single,2026-02-02T12:00:00Z,2,2.5,4.1,89.0,3.9,958.8,live
2026-02-04_0000,1,2026-02-04T14:00:00Z,ecmwf_aifs025_single,2026-02-02T12:00:00Z,2,3.1,5.21,87.0,3.1,958.7,live
2026-02-04_0000,1,2026-02-04T15:00:00Z,ecmwf_aifs025_single,2026-02-02T12:00:00Z,2,3.71,6.31,86.0,2.2,958.5,live
2026-02-04_0000,1,2026-02-04T16:00:00Z,ecmwf_aifs025_single,2026-02-02T12:00:00Z,2,4.21,7.42,85.0,1.3,958.4,live
2026-02-04_0000,1,2026-02-04T17:00:00Z,ecmwf_aifs025_single,2026-02-02T12:00:00Z,2,4.71,8.43,85.0,0.5,958.2,live
