site,issue_id,version,issue_time_utc,version_as_of_utc,target_time_utc,target_time_data_clock,target_time_kz_official,lead_h,product,entity,mean,p10,p50,p90,mw_mean
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17 00:00,2026-02-16 23:00,0,intraday,farm,0.6403,0.173,0.5935,0.9516,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-16T19:00:00Z,2026-02-17 01:00,2026-02-17 00:00,1,intraday,farm,0.6345,0.1735,0.5702,0.9537,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-16T20:00:00Z,2026-02-17 02:00,2026-02-17 01:00,2,intraday,farm,0.5358,0.0549,0.4512,0.9289,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-16T21:00:00Z,2026-02-17 03:00,2026-02-17 02:00,3,intraday,farm,0.4135,0.0382,0.3381,0.8846,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-16T22:00:00Z,2026-02-17 04:00,2026-02-17 03:00,4,intraday,farm,0.3715,0.042,0.2245,0.8424,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-16T23:00:00Z,2026-02-17 05:00,2026-02-17 04:00,5,intraday,farm,0.251,0.0023,0.1386,0.6852,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T00:00:00Z,2026-02-17 06:00,2026-02-17 05:00,6,intraday,farm,0.2381,0.0018,0.1218,0.62,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T01:00:00Z,2026-02-17 07:00,2026-02-17 06:00,7,intraday,farm,0.1991,0.0041,0.1073,0.5344,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T02:00:00Z,2026-02-17 08:00,2026-02-17 07:00,8,intraday,farm,0.1394,0.0057,0.0754,0.3265,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T03:00:00Z,2026-02-17 09:00,2026-02-17 08:00,9,intraday,farm,0.1139,0.0049,0.0847,0.2985,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T04:00:00Z,2026-02-17 10:00,2026-02-17 09:00,10,intraday,farm,0.09,0.0022,0.0918,0.3381,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T05:00:00Z,2026-02-17 11:00,2026-02-17 10:00,11,intraday,farm,0.0948,0.0035,0.0695,0.3016,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T06:00:00Z,2026-02-17 12:00,2026-02-17 11:00,12,intraday,farm,0.109,0.0062,0.0769,0.2855,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T07:00:00Z,2026-02-17 13:00,2026-02-17 12:00,13,intraday,farm,0.1803,0.0037,0.1084,0.4157,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T08:00:00Z,2026-02-17 14:00,2026-02-17 13:00,14,intraday,farm,0.2207,0.0022,0.1262,0.4819,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T09:00:00Z,2026-02-17 15:00,2026-02-17 14:00,15,intraday,farm,0.3156,0.0171,0.2182,0.6704,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T10:00:00Z,2026-02-17 16:00,2026-02-17 15:00,16,intraday,farm,0.3142,0.0279,0.2521,0.7026,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T11:00:00Z,2026-02-17 17:00,2026-02-17 16:00,17,intraday,farm,0.4827,0.0479,0.3918,0.8196,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T12:00:00Z,2026-02-17 18:00,2026-02-17 17:00,18,intraday,farm,0.6336,0.0933,0.4994,0.9461,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T13:00:00Z,2026-02-17 19:00,2026-02-17 18:00,19,intraday,farm,0.5811,0.1334,0.5016,0.9483,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T14:00:00Z,2026-02-17 20:00,2026-02-17 19:00,20,intraday,farm,0.6575,0.1556,0.6585,0.964,
shelek,2026-02-17_0000,1,2026-02-16T18:00:00Z,2026-02-16T18:00:00Z,2026-02-17T15:00:00Z,2026-02-17 21:00,2026-02-17 20:00,21,intraday,farm,0.6916,0.2437,0.6975,0.9604,
