issue_id,version,target_time_utc,model,init_time_utc,offset_days,ws10,ws100,wd100,t2m,sp,source
2026-02-17_0000,1,2026-02-16T18:00:00Z,ecmwf_aifs025_single,2026-02-15T18:00:00Z,1,3.42,6.54,84.0,3.9,954.0,live
2026-02-17_0000,1,2026-02-16T19:00:00Z,ecmwf_aifs025_single,2026-02-15T18:00:00Z,1,3.13,6.04,83.0,3.7,954.2,live
2026-02-17_0000,1,2026-02-16T20:00:00Z,ecmwf_aifs025_single,2026-02-15T18:00:00Z,1,2.72,5.35,82.0,3.5,954.6,live
2026-02-17_0000,1,2026-02-16T21:00:00Z,ecmwf_aifs025_single,2026-02-15T18:00:00Z,1,2.32,4.54,82.0,3.4,955.0,live
2026-02-17_0000,1,2026-02-16T22:00:00Z,ecmwf_aifs025_single,2026-02-15T18:00:00Z,1,1.92,3.85,81.0,3.3,955.4,live
2026-02-17_0000,1,2026-02-16T23:00:00Z,ecmwf_aifs025_single,2026-02-15T18:00:00Z,1,1.63,3.16,79.0,3.3,955.9,live
2026-02-17_0000,1,2026-02-17T00:00:00Z,ecmwf_aifs025_single,2026-02-16T00:00:00Z,1,1.43,2.77,77.0,3.5,956.4,live
2026-02-17_0000,1,2026-02-17T01:00:00Z,ecmwf_aifs025_single,2026-02-16T00:00:00Z,1,1.43,2.57,77.0,3.8,957.0,live
2026-02-17_0000,1,2026-02-17T02:00:00Z,ecmwf_aifs025_single,2026-02-16T00:00:00Z,1,1.43,2.55,79.0,4.2,957.7,live
2026-02-17_0000,1,2026-02-17T03:00:00Z,ecmwf_aifs025_single,2026-02-16T00:00:00Z,1,1.65,2.65,79.0,4.7,958.4,live
2026-02-17_0000,1,2026-02-17T04:00:00Z,ecmwf_aifs025_single,2026-02-16T00:00:00Z,1,1.84,2.83,82.0,5.3,959.1,live
2026-02-17_0000,1,2026-02-17T05:00:00Z,ecmwf_aifs025_single,2026-02-16T00:00:00Z,1,2.04,3.13,83.0,5.8,959.7,live
